# NextGen (solar)
# teff = 3000 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 5.0 log(cm/s2) (value for Log(G) for the model.)
# meta = 0.0  (value for the Metallicity for the model.)
#
#     WAVELENGTH	#            FLUX	
#     (ANGSTROM)	#   (ERG/CM2/S/A)	
################	#################	
          26.484	     1.256600e-97	
          37.958	     1.256600e-97	
          51.247	     1.256600e-97	
          65.814	     1.256600e-97	
          81.109	     1.256600e-97	
          96.662	     1.256600e-97	
         112.129	     1.256600e-97	
         127.286	     1.256600e-97	
         142.014	     1.256600e-97	
         156.264	     1.256600e-97	
         170.037	     1.256600e-97	
         183.358	     1.256600e-97	
         196.268	     1.256600e-97	
         208.811	     1.256600e-97	
         221.031	     1.256600e-97	
         232.971	     1.256600e-97	
         244.667	     1.256600e-97	
         256.153	     1.256600e-97	
         267.458	     1.256600e-97	
         278.607	     1.256600e-97	
         289.620	     1.256600e-97	
         300.518	     1.259500e-97	
         311.314	     1.285900e-96	
         322.022	     2.188800e-93	
         332.654	     2.643700e-90	
         343.220	     2.119400e-87	
         353.727	     1.170100e-84	
         364.183	     4.573100e-82	
         374.594	     1.303800e-79	
         384.965	     2.768300e-77	
         395.302	     4.489600e-75	
         405.607	     5.665100e-73	
         415.884	     5.665100e-71	
         426.137	     4.552100e-69	
         436.368	     2.993700e-67	
         446.580	     1.630100e-65	
         456.773	     7.450900e-64	
         466.951	     2.885400e-62	
         477.114	     9.576600e-61	
         487.265	     2.749200e-59	
         497.404	     6.889900e-58	
         507.532	     8.999300e-58	
         517.651	     4.877600e-55	
         527.761	     8.264400e-54	
         537.863	     1.259500e-52	
         547.958	     1.738600e-51	
         558.046	     2.188800e-50	
         568.128	     2.518900e-49	
         578.205	     2.668100e-48	
         588.276	     2.607400e-47	
         598.343	     2.356200e-46	
         608.405	     1.982500e-45	
         618.463	     1.553100e-44	
         628.518	     1.140800e-43	
         638.569	     7.856200e-43	
         648.617	     5.095800e-42	
         658.662	     3.127600e-41	
         668.705	     1.812200e-40	
         678.745	     9.958900e-40	
         688.782	     5.214500e-39	
         698.817	     2.601400e-38	
         708.851	     1.236500e-37	
         718.882	     5.635200e-37	
         728.912	     2.460400e-36	
         738.940	     1.031400e-35	
         748.966	     4.158200e-35	
         758.991	     1.614800e-34	
         769.015	     6.049400e-34	
         779.037	     2.188800e-33	
         789.058	     7.661400e-33	
         799.078	     2.597200e-32	
         809.097	     8.535100e-32	
         819.115	     2.723400e-31	
         829.132	     8.443300e-31	
         839.149	     2.546300e-30	
         849.164	     6.734600e-30	
         859.178	     2.112100e-29	
         869.192	     3.891400e-29	
         879.205	     1.505700e-28	
         889.218	     4.341200e-28	
         899.230	     1.103600e-27	
         909.241	     2.883400e-27	
         919.251	     2.093700e-24	
         929.261	     9.651800e-25	
         939.271	     1.037600e-24	
         949.280	     4.573100e-25	
         959.289	     3.416700e-24	
         969.297	     2.360500e-24	
         979.305	     4.831800e-23	
         989.312	     2.527000e-23	
         999.319	     4.575200e-21	
        1009.326	     5.093400e-23	
        1019.332	     1.814700e-22	
        1029.338	     1.149800e-22	
        1039.344	     3.289300e-22	
        1049.349	     4.088000e-22	
        1059.355	     5.087600e-22	
        1069.359	     1.833600e-21	
        1079.364	     4.318300e-21	
        1089.368	     6.913700e-21	
        1099.372	     4.953500e-21	
        1109.376	     4.188000e-19	
        1119.380	     3.325900e-20	
        1129.384	     7.892400e-17	
