"WAVELENGTH (MICRONS)" "FLUX (ERG/CM2/S/A)"
2.062139675e-01 6.9562483e-05
2.062552103e-01 8.9207127e-05
2.062964613e-01 1.0885570e-04
2.063377206e-01 1.2669385e-04
2.063789882e-01 1.2622628e-04
2.064202640e-01 1.2195993e-04
2.064615480e-01 1.3290929e-04
2.065028403e-01 1.4386083e-04
2.065441409e-01 1.5819504e-04
2.065854497e-01 1.8292127e-04
2.066267668e-01 2.1321793e-04
2.066680922e-01 2.0615667e-04
2.067094258e-01 1.9909399e-04
2.067507677e-01 1.9417315e-04
2.067921178e-01 1.9239303e-04
2.068334763e-01 1.9059275e-04
2.068748430e-01 1.9037517e-04
2.069162179e-01 1.8778843e-04
2.069576012e-01 1.9308424e-04
2.069989927e-01 1.9838111e-04
2.070403925e-01 2.0916706e-04
2.070818006e-01 2.5001530e-04
2.071232169e-01 3.2264351e-04
2.071646416e-01 2.4145245e-04
2.072060745e-01 1.6024515e-04
2.072475157e-01 1.0457850e-04
2.072889652e-01 1.0171566e-04
2.073304230e-01 5.5291933e-05
2.073718891e-01 5.5739845e-04
2.074133635e-01 1.4807229e-03
2.074548461e-01 1.1365179e-03
2.074963371e-01 7.9224408e-04
2.075378364e-01 4.7094175e-04
2.075793439e-01 3.7581429e-04
2.076208598e-01 2.8329192e-04
2.076623840e-01 1.7983397e-04
2.077039165e-01 7.6355320e-05
2.077454572e-01 5.1242486e-05
2.077870063e-01 2.3198692e-04
2.078285637e-01 4.5844949e-04
2.078701295e-01 2.8998116e-04
2.079117035e-01 1.2147914e-04
2.079532858e-01 5.1524425e-05
2.079948765e-01 9.5548967e-05
2.080364755e-01 1.3881064e-04
2.080780827e-01 1.6988255e-04
2.081196984e-01 -4.0895736e-05
2.081613223e-01 6.9409521e-04
2.082029546e-01 1.4292332e-03
2.082445952e-01 1.8807693e-03
2.082862441e-01 1.5008021e-03
2.083279013e-01 1.0968172e-03
2.083695669e-01 8.8026492e-04
2.084112408e-01 6.6366934e-04
2.084529231e-01 5.5845457e-04
2.084946137e-01 5.8725776e-04
2.085363126e-01 6.3901099e-04
2.085780198e-01 1.0816256e-03
2.086197354e-01 1.9139362e-03
2.086614594e-01 1.2171226e-03
2.087031917e-01 5.2016969e-04
2.087449323e-01 1.8491062e-05
2.087866813e-01 6.7516784e-05
2.088284386e-01 1.2063884e-04
2.088702043e-01 1.3899444e-04
2.089119784e-01 1.5735371e-04
2.089537608e-01 4.0448685e-04
2.089955515e-01 9.0666458e-04
2.090373506e-01 1.4106473e-03
2.090791581e-01 1.9342942e-03
2.091209739e-01 2.9322646e-03
2.091627981e-01 1.9334962e-03
2.092046307e-01 9.3452796e-04
2.092464716e-01 3.3343904e-04
2.092883209e-01 6.6985128e-04
2.093301786e-01 1.0649552e-03
2.093720446e-01 7.5923715e-04
2.094139190e-01 2.9679250e-04
2.094558018e-01 3.3483296e-04
2.094976930e-01 3.7288103e-04
2.095395925e-01 4.4701513e-04
2.095815004e-01 7.1442578e-04
2.096234167e-01 1.0550110e-03
2.096653414e-01 1.0026407e-03
2.097072745e-01 9.5026005e-04
2.097492159e-01 8.0803446e-04
2.097911658e-01 5.2323530e-04
2.098331240e-01 2.4303600e-04
2.098750906e-01 1.5342101e-03
2.099170656e-01 3.3801310e-03
2.099590491e-01 3.2108706e-03
2.100010409e-01 3.0415765e-03
2.100430411e-01 2.6800853e-03
2.100850497e-01 1.7067748e-03
2.101270667e-01 6.3104905e-04
2.101690921e-01 3.8137427e-04
2.102111259e-01 1.3164956e-04
2.102531681e-01 2.4545205e-04
2.102952188e-01 7.5368663e-04
2.103372778e-01 1.2097981e-03
2.103793453e-01 1.2046659e-03
2.104214211e-01 1.3255019e-03
2.104635054e-01 8.6252183e-04
2.105055981e-01 3.9944912e-04
2.105476993e-01 1.4023915e-04
2.105898088e-01 2.6126024e-04
2.106319268e-01 3.8683217e-04
2.106740531e-01 3.3022484e-04
2.107161880e-01 2.8893501e-04
2.107583312e-01 1.9387984e-04
2.108004829e-01 9.8805665e-05
2.108426430e-01 1.1312451e-04
2.108848115e-01 4.9647000e-04
2.109269884e-01 9.7295254e-04
2.109691738e-01 7.0341106e-04
2.110113677e-01 4.3381566e-04
2.110535699e-01 2.8694034e-04
2.110957807e-01 2.6917639e-04
2.111379998e-01 2.8767101e-04
2.111802274e-01 5.7616364e-04
2.112224635e-01 7.7959488e-04
2.112647080e-01 1.4094738e-03
2.113069609e-01 2.0394787e-03
2.113492223e-01 2.2198105e-03
2.113914921e-01 1.6780422e-03
2.114337704e-01 1.1389812e-03
2.114760572e-01 7.5154402e-04
2.115183524e-01 -2.2116250e-05
2.115606561e-01 7.0551703e-04
2.116029682e-01 1.4332958e-03
2.116452888e-01 1.7585995e-03
2.116876179e-01 1.0998324e-03
2.117299554e-01 4.0538892e-04
2.117723014e-01 2.4072792e-04
2.118146558e-01 -1.6610588e-04
2.118570188e-01 2.2835051e-04
2.118993902e-01 6.2288579e-04
2.119417700e-01 1.2758518e-03
2.119841584e-01 2.9192402e-03
2.120265552e-01 5.1110222e-03
2.120689605e-01 3.1489119e-03
2.121113743e-01 1.1864092e-03
2.121537966e-01 1.8564769e-04
2.121962274e-01 1.8537571e-04
2.122386666e-01 1.7801724e-04
2.122811143e-01 1.2466167e-04
2.123235706e-01 -2.5087860e-04
2.123660353e-01 1.1466297e-03
2.124085085e-01 2.5444174e-03
2.124509902e-01 2.7569739e-03
2.124934804e-01 1.3553172e-03
2.125359791e-01 5.4646628e-05
2.125784863e-01 9.7354245e-05
2.126210020e-01 1.5367730e-04
2.126635262e-01 1.4817552e-04
2.127060589e-01 1.4267264e-04
2.127486001e-01 2.0269076e-04
2.127911498e-01 3.7589919e-04
2.128337080e-01 5.4639040e-04
2.128762748e-01 5.5422992e-04
2.129188500e-01 5.0623596e-04
2.129614338e-01 6.8211204e-04
2.130040261e-01 8.5802330e-04
2.130466269e-01 1.0087448e-03
2.130892362e-01 1.1058519e-03
2.131318541e-01 1.1470354e-03
2.131744804e-01 3.3251577e-03
2.132171153e-01 7.2916356e-03
2.132597588e-01 4.6708395e-03
2.133024107e-01 2.0495192e-03
2.133450712e-01 1.7498714e-04
2.133877402e-01 1.9420271e-04
2.134304178e-01 2.1203894e-04
2.134731038e-01 2.5412699e-04
2.135157985e-01 -4.8225563e-04
2.135585016e-01 1.4924393e-03
2.136012133e-01 3.4675291e-03
2.136439336e-01 4.5311396e-03
2.136866624e-01 2.9433806e-03
2.137293997e-01 1.2148914e-03
2.137721456e-01 1.2935913e-03
2.138149000e-01 6.7690469e-04
2.138576630e-01 2.4946692e-03
2.139004345e-01 4.3127972e-03
2.139432146e-01 5.0267308e-03
2.139860032e-01 2.6312082e-03
2.140288004e-01 5.4867268e-05
2.140716062e-01 7.1078580e-05
2.141144205e-01 1.0218923e-04
2.141572434e-01 8.2120757e-05
2.142000749e-01 6.2048269e-05
2.142429149e-01 1.8040579e-04
2.142857634e-01 7.0377685e-04
2.143286206e-01 1.2827938e-03
2.143714863e-01 1.1018661e-03
2.144143606e-01 3.9349905e-04
2.144572435e-01 1.4946626e-03
2.145001349e-01 2.5960464e-03
2.145430350e-01 3.1397284e-03
2.145859436e-01 2.0721177e-03
2.146288608e-01 9.4178011e-04
2.146717865e-01 7.2854676e-04
2.147147209e-01 4.7977155e-04
2.147576638e-01 3.5467746e-04
2.148006154e-01 2.2955836e-04
2.148435755e-01 1.2528293e-04
2.148865442e-01 7.7579234e-05
2.149295215e-01 2.6754411e-05
2.149725074e-01 3.2997941e-05
2.150155019e-01 2.1354784e-05
2.150585050e-01 7.4226666e-05
2.151015167e-01 1.2710912e-04
2.151445370e-01 3.1393313e-04
2.151875659e-01 8.2650724e-04
2.152306035e-01 1.3553075e-03
2.152736496e-01 1.3711054e-03
2.153167043e-01 1.5750177e-03
2.153597676e-01 1.0612156e-03
2.154028396e-01 5.4731081e-04
2.154459202e-01 2.6093228e-04
2.154890093e-01 4.5143645e-04
2.155321072e-01 6.4164213e-04
2.155752136e-01 6.9680973e-04
2.156183286e-01 6.7050486e-04
2.156614523e-01 9.8271804e-04
2.157045846e-01 1.2949937e-03
2.157477255e-01 1.2600178e-03
2.157908750e-01 6.1941510e-04
2.158340332e-01 1.1180260e-05
2.158772000e-01 6.0238666e-05
2.159203755e-01 -1.1609695e-04
2.159635595e-01 7.7033479e-04
2.160067522e-01 1.6569438e-03
2.160499536e-01 1.8123845e-03
2.160931636e-01 9.3917451e-04
2.161363822e-01 1.5024482e-04
2.161796095e-01 1.0977004e-04
2.162228454e-01 -9.3107588e-05
2.162660900e-01 6.3352420e-04
2.163093432e-01 1.3603013e-03
2.163526051e-01 1.6917745e-03
2.163958756e-01 1.5884012e-03
2.164391548e-01 1.4015147e-03
2.164824426e-01 7.9295260e-04
2.165257391e-01 -8.5196632e-05
2.165690442e-01 1.1698213e-03
2.166123580e-01 3.0106210e-03
2.166556805e-01 2.9746894e-03
2.166990116e-01 2.9387505e-03
2.167423515e-01 2.7368718e-03
2.167856999e-01 2.0060469e-03
2.168290571e-01 1.2486307e-03
2.168724229e-01 9.0719738e-04
2.169157974e-01 -2.4906419e-03
2.169591805e-01 5.3512429e-03
2.170025724e-01 1.3194696e-02
2.170459729e-01 1.5929345e-02
2.170893821e-01 7.8996556e-03
2.171327999e-01 1.8487349e-05
2.171762265e-01 1.3557686e-04
2.172196617e-01 2.8893521e-04
2.172631057e-01 2.7844871e-04
2.173065583e-01 2.6796012e-04
2.173500196e-01 3.4533124e-04
2.173934896e-01 5.4679384e-04
2.174369683e-01 1.9209463e-03
2.174804557e-01 1.2386635e-02
2.175239518e-01 2.6615041e-02
2.175674566e-01 1.6756759e-02
2.176109701e-01 2.5679611e-03
2.176544923e-01 1.6638196e-03
2.176980232e-01 7.5949736e-04
2.177415628e-01 7.1975236e-05
2.177851111e-01 1.5540997e-04
2.178286681e-01 2.2058492e-04
2.178722338e-01 5.4302493e-04
2.179158083e-01 1.1416328e-03
2.179593915e-01 7.2101551e-04
2.180029833e-01 3.0031413e-04
2.180465839e-01 3.2441631e-04
2.180901932e-01 1.2338638e-03
2.181338113e-01 2.0775884e-03
2.181774380e-01 1.4000063e-03
2.182210735e-01 5.9703170e-04
2.182647177e-01 4.1949969e-04
2.183083707e-01 2.4193218e-04
2.183520324e-01 5.3658734e-04
2.183957028e-01 1.3884681e-03
2.184393819e-01 1.9503285e-03
2.184830698e-01 1.0851329e-03
2.185267664e-01 1.0419398e-04
2.185704718e-01 2.0377051e-04
2.186141858e-01 2.1315431e-04
2.186579087e-01 5.3418750e-04
2.187016403e-01 8.5528489e-04
2.187453806e-01 1.1222409e-03
2.187891297e-01 1.2662366e-03
2.188328875e-01 1.4622200e-03
2.188766541e-01 4.1686007e-03
2.189204294e-01 8.4095825e-03
2.189642135e-01 5.3120362e-03
2.190080063e-01 2.2138703e-03
2.190518079e-01 4.2504515e-04
2.190956183e-01 2.2295494e-04
2.191394374e-01 9.9963393e-05
2.191832653e-01 3.0887743e-04
2.192271020e-01 1.8463539e-04
2.192709474e-01 4.1414680e-03
2.193148016e-01 9.2719433e-03
2.193586645e-01 1.0054450e-02
2.194025363e-01 1.0837113e-02
2.194464168e-01 9.9131998e-03
2.194903061e-01 5.8373600e-03
2.195342041e-01 2.0140033e-03
2.195781110e-01 1.4075432e-03
2.196220266e-01 5.6905214e-04
2.196659510e-01 1.0975343e-03
2.197098842e-01 2.1636139e-03
2.197538262e-01 1.5737887e-03
2.197977769e-01 9.8384545e-04
2.198417365e-01 5.5129454e-04
2.198857048e-01 6.0615649e-04
2.199296820e-01 6.6301896e-04
2.199736679e-01 6.5150696e-04
2.200176626e-01 5.5582853e-04
2.200616662e-01 8.2199182e-04
2.201056785e-01 1.0882083e-03
2.201496996e-01 1.3446144e-03
2.201937296e-01 1.5877125e-03
2.202377683e-01 1.7211895e-03
2.202818159e-01 1.2506652e-03
2.203258722e-01 7.2651705e-04
2.203699374e-01 7.1580921e-04
2.204140114e-01 5.9574207e-04
2.204580942e-01 8.6879491e-04
2.205021858e-01 1.1419024e-03
2.205462863e-01 1.4782931e-03
2.205903955e-01 1.9339594e-03
2.206345136e-01 2.2723517e-03
2.206786405e-01 1.2542215e-03
2.207227762e-01 4.5696022e-05
2.207669208e-01 4.8092144e-05
2.208110742e-01 -6.9553894e-04
2.208552364e-01 9.6030109e-04
2.208994074e-01 2.6164723e-03
2.209435873e-01 3.3771162e-03
2.209877760e-01 1.8889687e-03
2.210319736e-01 4.3767598e-04
2.210761800e-01 6.3587270e-04
2.211203952e-01 -2.8667952e-04
2.211646193e-01 4.5855072e-03
2.212088522e-01 9.4586683e-03
2.212530940e-01 1.0174231e-02
2.212973446e-01 6.7204043e-03
2.213416041e-01 4.4074167e-03
2.213858724e-01 5.7177015e-03
2.214301496e-01 7.1131070e-03
2.214744356e-01 4.0049285e-03
2.215187305e-01 -2.6548574e-05
2.215630342e-01 1.9570493e-04
2.216073468e-01 4.1800289e-04
2.216516683e-01 5.6120048e-04
2.216959986e-01 6.1383388e-04
2.217403378e-01 6.1250408e-04
2.217846859e-01 4.0882183e-04
2.218290428e-01 1.9759135e-04
2.218734087e-01 1.6401132e-04
2.219177833e-01 1.2858805e-04
2.219621669e-01 1.0116186e-04
2.220065593e-01 7.3730174e-05
2.220509606e-01 5.2267078e-04
2.220953708e-01 1.5551156e-03
2.221397899e-01 3.8826855e-03
2.221842179e-01 1.1460620e-02
2.222286547e-01 1.9777643e-02
2.222731004e-01 1.3380867e-02
2.223175551e-01 5.5995994e-03
2.223620186e-01 3.7746555e-03
2.224064910e-01 1.9493466e-03
2.224509723e-01 1.6930387e-03
2.224954625e-01 3.3629172e-03
2.225399616e-01 4.3219857e-03
2.225844695e-01 2.4606014e-03
2.226289864e-01 5.2261536e-04
2.226735122e-01 3.4614582e-04
2.227180469e-01 -3.8316403e-03
2.227625905e-01 9.7516198e-03
2.228071431e-01 2.3337597e-02
2.228517045e-01 4.4470347e-02
2.228962748e-01 7.4301767e-02
2.229408541e-01 9.6084605e-02
2.229854423e-01 8.9482434e-02
2.230300394e-01 8.3519356e-02
2.230746454e-01 4.7178097e-02
2.231192603e-01 1.2997626e-03
2.231638841e-01 1.1677403e-03
2.232085169e-01 1.0356915e-03
2.232531586e-01 1.0257131e-03
2.232978093e-01 1.1396418e-03
2.233424688e-01 1.2535291e-03
2.233871373e-01 1.3672533e-03
2.234318147e-01 1.4844144e-03
2.234765011e-01 1.6822543e-03
2.235211964e-01 -3.5490963e-03
2.235659006e-01 2.4218177e-02
2.236106138e-01 7.6193261e-02
2.236553359e-01 4.8139283e-02
2.237000670e-01 2.0079695e-02
2.237448070e-01 1.1405994e-03
2.237895560e-01 6.5019420e-04
2.238343139e-01 4.5042693e-04
2.238790808e-01 2.9768999e-03
2.239238566e-01 2.1333001e-03
2.239686413e-01 2.9231853e-02
2.240134351e-01 7.6253605e-02
2.240582378e-01 4.9491948e-02
2.241030494e-01 2.2724938e-02
2.241478700e-01 5.5057706e-03
2.241926996e-01 2.6936536e-03
2.242375381e-01 3.9201961e-04
2.242823856e-01 6.1920183e-04
2.243272421e-01 -5.7628388e-04
2.243721076e-01 2.2795788e-02
2.244169820e-01 5.9681696e-02
2.244618654e-01 3.6486348e-02
2.245067578e-01 1.3286360e-02
2.245516591e-01 1.2451108e-03
2.245965694e-01 1.1831974e-03
2.246414888e-01 1.3097699e-03
2.246864171e-01 1.9849793e-03
2.247313543e-01 3.3565755e-03
2.247763006e-01 2.7138560e-02
2.248212559e-01 6.0005788e-02
2.248662201e-01 3.7103440e-02
2.249111934e-01 4.9738835e-03
2.249561756e-01 4.1213082e-03
2.250011668e-01 3.2685623e-03
2.250461671e-01 2.3378165e-03
2.250911763e-01 1.2680519e-03
2.251361945e-01 7.2294587e-04
2.251812218e-01 3.4679806e-03
2.252262580e-01 6.6324674e-03
2.252713033e-01 4.3359254e-03
2.253163575e-01 -4.6776467e-03
2.253614208e-01 1.5210807e-02
2.254064931e-01 3.5103239e-02
2.254515744e-01 3.5968485e-02
2.254966647e-01 1.6093873e-02
2.255417640e-01 1.2517329e-03
2.255868724e-01 6.8106574e-04
2.256319898e-01 1.3340368e-04
2.256771162e-01 8.6835763e-05
2.257222516e-01 -2.4650049e-04
2.257673960e-01 1.3776512e-03
2.258125495e-01 4.2582900e-03
2.258577120e-01 2.6320969e-03
2.259028836e-01 1.0055785e-03
2.259480641e-01 3.8855377e-05
2.259932538e-01 6.3056990e-05
2.260384524e-01 8.2990813e-05
2.260836601e-01 8.4349937e-05
2.261288768e-01 -8.0305272e-05
2.261741026e-01 6.6058086e-03
2.262193374e-01 1.6412878e-02
2.262645813e-01 9.8643809e-03
2.263098342e-01 -2.2546849e-03
2.263550962e-01 3.6943571e-03
2.264003672e-01 9.6445888e-03
2.264456473e-01 1.1533428e-02
2.264909364e-01 5.7273840e-03
2.265362346e-01 2.4677039e-03
2.265815418e-01 1.5172423e-02
2.266268581e-01 2.9654250e-02
2.266721835e-01 1.6763648e-02
2.267175179e-01 3.6459327e-05
2.267628614e-01 1.0684852e-03
2.268082140e-01 -4.7535352e-05
2.268535757e-01 5.4578848e-03
2.268989464e-01 1.0964406e-02
2.269443262e-01 2.6658188e-02
2.269897150e-01 6.4439199e-02
2.270351130e-01 9.3193504e-02
2.270805200e-01 5.0758698e-02
2.271259361e-01 2.7061082e-03
2.271713613e-01 2.2953604e-02
2.272167956e-01 5.5046074e-02
2.272622389e-01 3.4550869e-02
2.273076914e-01 1.0953595e-03
2.273531529e-01 6.9946987e-03
2.273986235e-01 1.2895218e-02
2.274441033e-01 1.8350683e-02
2.274895921e-01 2.2814273e-02
2.275350900e-01 2.5607666e-02
2.275805970e-01 1.5132711e-02
2.276261131e-01 3.9047861e-03
2.276716384e-01 2.2203263e-03
2.277171727e-01 -1.1975742e-03
2.277627161e-01 3.2706868e-03
2.278082687e-01 1.1330466e-02
2.278538303e-01 8.2724541e-03
2.278994011e-01 5.2138308e-03
2.279449810e-01 3.2985201e-03
2.279905700e-01 3.7197807e-03
2.280361681e-01 4.0783394e-03
2.280817753e-01 4.0355233e-03
2.281273917e-01 4.0553561e-03
2.281730171e-01 2.9165076e-03
2.282186517e-01 1.6604305e-03
2.282642955e-01 9.9171509e-04
2.283099483e-01 -3.4105494e-03
2.283556103e-01 4.4222655e-03
2.284012815e-01 1.2256647e-02
2.284469617e-01 1.4797417e-02
2.284926511e-01 8.3714204e-03
2.285383496e-01 3.0082183e-03
2.285840573e-01 1.7816315e-03
2.286297741e-01 5.7575194e-04
2.286755001e-01 5.8632149e-04
2.287212352e-01 5.7350610e-04
2.287669794e-01 7.2185789e-04
2.288127328e-01 -1.4812732e-02
2.288584954e-01 2.9454708e-02
2.289042671e-01 7.3731003e-02
2.289500479e-01 7.7352571e-02
2.289958379e-01 3.3182401e-02
2.290416371e-01 1.3377846e-02
2.290874454e-01 5.7545255e-02
2.291332629e-01 9.3510957e-02
2.291790896e-01 4.9431822e-02
2.292249254e-01 1.4681473e-03
2.292707704e-01 9.7840775e-04
2.293166245e-01 -7.4467595e-04
2.293624878e-01 3.3357754e-03
2.294083603e-01 7.5764493e-03
2.294542420e-01 1.1304175e-02
2.295001329e-01 1.5032645e-02
2.295460329e-01 1.5285364e-02
2.295919421e-01 9.6450234e-03
2.296378605e-01 4.6689393e-03
2.296837880e-01 2.4753117e-03
2.297297248e-01 3.7812854e-04
2.297756707e-01 4.3251269e-03
2.298216259e-01 9.5549595e-03
2.298675902e-01 5.5122974e-03
2.299135637e-01 1.1398428e-04
2.299595464e-01 1.0560982e-04
2.300055383e-01 9.7233683e-05
2.300515395e-01 8.4488782e-05
2.300975498e-01 6.7194657e-05
2.301435693e-01 6.0183463e-05
2.301895980e-01 7.5380211e-05
2.302356359e-01 2.3633872e-04
2.302816830e-01 1.2629736e-03
2.303277394e-01 2.3320678e-03
2.303738049e-01 1.8150833e-03
2.304198797e-01 -4.2397914e-04
2.304659637e-01 7.7597792e-03
2.305120568e-01 1.8566290e-02
2.305581593e-01 1.9621251e-02
2.306042709e-01 2.0676424e-02
2.306503917e-01 1.9045389e-02
2.306965218e-01 1.4307876e-02
2.307426611e-01 9.4811143e-03
2.307888097e-01 4.4434162e-03
2.308349674e-01 2.3229070e-04
2.308811344e-01 1.5951539e-03
2.309273106e-01 3.0556602e-03
2.309734961e-01 1.7570483e-03
2.310196908e-01 -4.6992894e-05
2.310658947e-01 1.1611629e-03
2.311121079e-01 3.2723877e-03
2.311583303e-01 2.0105868e-03
2.312045620e-01 7.4853357e-04
2.312508029e-01 6.2369211e-03
2.312970531e-01 1.9294491e-02
2.313433125e-01 4.2172273e-02
2.313895812e-01 8.6972877e-02
2.314358591e-01 1.1765287e-01
2.314821462e-01 6.7120607e-02
2.315284427e-01 1.3876023e-02
2.315747484e-01 1.8783825e-01
2.316210633e-01 4.1320519e-01
2.316673875e-01 2.8740530e-01
2.317137210e-01 1.3806905e-01
2.317600637e-01 8.3530711e-02
2.318064158e-01 -1.0124883e-02
2.318527770e-01 1.5593084e-02
2.318991476e-01 4.1316195e-02
2.319455274e-01 5.0065057e-02
2.319919165e-01 2.8140777e-02
2.320383149e-01 9.6981417e-03
2.320847226e-01 5.1327707e-03
2.321311395e-01 1.6565646e-03
2.321775658e-01 2.0743333e-02
2.322240013e-01 4.3844480e-02
2.322704461e-01 2.5675507e-02
2.323169002e-01 -1.5592682e-02
2.323633635e-01 5.4918052e-02
2.324098362e-01 1.8336822e-01
2.324563182e-01 1.1340871e-01
2.325028094e-01 4.3435198e-02
2.325493100e-01 1.0092553e-02
2.325958199e-01 2.4007712e-02
2.326423390e-01 4.4198357e-02
2.326888675e-01 7.8473273e-02
2.327354053e-01 9.9375136e-02
2.327819523e-01 4.9562032e-02
2.328285087e-01 7.8302141e-04
2.328750744e-01 4.6514266e-02
2.329216495e-01 1.0467503e-01
2.329682338e-01 5.9315076e-02
2.330148274e-01 2.1383748e-04
2.330614304e-01 3.4186349e-03
2.331080427e-01 8.7998818e-03
2.331546643e-01 6.9231290e-03
2.332012952e-01 5.0460007e-03
2.332479355e-01 1.2553405e-02
2.332945851e-01 3.2636472e-02
2.333412440e-01 4.2278950e-02
