"WAVELENGTH (MICRONS)" "FLUX (ERG/CM2/S/A)"
2.884958588e-01 8.5586538e+01
2.885535579e-01 8.1575176e+01
2.886112686e-01 7.8066948e+01
2.886689909e-01 6.6258360e+01
2.887267247e-01 6.1075306e+01
2.887844700e-01 8.1905091e+01
2.888422269e-01 7.4031216e+01
2.888999954e-01 1.9966705e+01
2.889577754e-01 3.3767226e+01
2.890155669e-01 4.7742316e+01
2.890733700e-01 7.9065766e+01
2.891311847e-01 9.7202835e+01
2.891890110e-01 8.4086699e+01
2.892468488e-01 6.2310940e+01
2.893046981e-01 4.0319792e+01
2.893625591e-01 1.9720603e+01
2.894204316e-01 2.2222754e+00
2.894783157e-01 1.4704515e+01
2.895362113e-01 3.7445796e+01
2.895941186e-01 8.2292096e+01
2.896520374e-01 1.1069867e+02
2.897099678e-01 1.4292582e+02
2.897679098e-01 1.2741822e+02
2.898258634e-01 1.0372695e+02
2.898838285e-01 4.4562944e+01
2.899418053e-01 5.2305594e+01
2.899997937e-01 1.7967621e+02
2.900577936e-01 1.0586685e+02
2.901158052e-01 3.4219863e+01
2.901738283e-01 1.1726818e+02
2.902318631e-01 1.5802556e+02
2.902899095e-01 8.2825174e+01
2.903479675e-01 4.9535249e+01
2.904060371e-01 8.9461172e+00
2.904641183e-01 2.2899721e+01
2.905222111e-01 3.2729669e+01
2.905803155e-01 1.3439412e+01
2.906384316e-01 4.7161603e+01
2.906965593e-01 2.0932561e+02
2.907546986e-01 1.6411299e+02
2.908128495e-01 1.1882641e+02
2.908710121e-01 7.5351518e+01
2.909291863e-01 3.8997970e+01
2.909873721e-01 2.2709664e+01
2.910455696e-01 1.2756419e+01
2.911037787e-01 9.7921280e-01
2.911619995e-01 4.7514739e-01
2.912202319e-01 1.9154452e+00
2.912784759e-01 2.3057930e+01
2.913367316e-01 6.4907301e+01
2.913949990e-01 1.9029664e+02
2.914532780e-01 1.2498191e+02
2.915115686e-01 5.1377973e+01
2.915698709e-01 1.2665705e+02
2.916281849e-01 1.7582294e+02
2.916865106e-01 9.0990195e+01
2.917448479e-01 1.4195249e+02
2.918031968e-01 2.0034196e+02
2.918615575e-01 2.1465152e+02
2.919199298e-01 2.2901735e+02
2.919783138e-01 2.4385856e+02
2.920367094e-01 2.2705624e+02
2.920951168e-01 1.2942692e+02
2.921535358e-01 1.5903076e+02
2.922119665e-01 1.8938564e+02
2.922704089e-01 1.9758686e+02
2.923288630e-01 1.9666058e+02
2.923873288e-01 1.1801482e+02
2.924458062e-01 2.0198905e+02
2.925042954e-01 3.2519542e+02
2.925627962e-01 1.7280741e+02
2.926213088e-01 4.0222419e+01
2.926798331e-01 4.6587635e+01
2.927383690e-01 6.0766687e+01
2.927969167e-01 1.0742515e+02
2.928554761e-01 5.8797852e+01
2.929140472e-01 1.0255545e+01
2.929726300e-01 7.9229773e+01
2.930312245e-01 1.4818249e+02
2.930898308e-01 2.7394889e+02
2.931484487e-01 2.0488110e+02
2.932070784e-01 1.2545837e+02
2.932657198e-01 1.4397557e+02
2.933243730e-01 1.5170836e+02
2.933830378e-01 1.0922027e+02
2.934417145e-01 7.5292711e+01
2.935004028e-01 4.7241175e+01
2.935591029e-01 3.8816951e+01
2.936178147e-01 3.0027666e+01
2.936765383e-01 1.6006270e+01
2.937352736e-01 1.9323178e+01
2.937940206e-01 6.1026971e+01
2.938527794e-01 7.1827486e+01
2.939115500e-01 8.1187998e+01
2.939703323e-01 1.2659410e+02
2.940291264e-01 1.4015811e+02
2.940879322e-01 1.6722801e+01
2.941467498e-01 3.9916516e+01
2.942055791e-01 6.6425184e+01
2.942644202e-01 6.6497265e+01
2.943232731e-01 6.3001322e+01
2.943821378e-01 4.0423960e+01
2.944410142e-01 5.1387350e+01
2.944999024e-01 1.2251846e+02
2.945588024e-01 8.7032637e+01
2.946177141e-01 5.2835288e+01
2.946766377e-01 3.7889036e+01
2.947355730e-01 2.4387885e+01
2.947945201e-01 -1.0220375e+00
2.948534790e-01 3.1608178e+01
2.949124497e-01 6.3917316e+01
2.949714322e-01 1.0902482e+02
2.950304265e-01 1.4063497e+02
2.950894326e-01 1.3106420e+02
2.951484505e-01 1.4251780e+02
2.952074802e-01 1.6165235e+02
2.952665217e-01 1.0357512e+02
2.953255750e-01 5.1391612e+01
2.953846401e-01 -5.9930977e+00
2.954437170e-01 2.5229006e+01
2.955028058e-01 6.9291428e+01
2.955619063e-01 3.2767880e+01
2.956210187e-01 1.8169845e+00
2.956801429e-01 1.2283320e+01
2.957392789e-01 3.2762134e+01
2.957984268e-01 5.7331014e+01
2.958575865e-01 1.2665090e+02
2.959167580e-01 1.8998895e+02
2.959759413e-01 1.3067570e+02
2.960351365e-01 1.1534267e+02
2.960943436e-01 2.2722352e+02
2.961535624e-01 1.4655403e+02
2.962127931e-01 6.2926221e+01
2.962720357e-01 1.2665143e+02
2.963312901e-01 1.5673892e+02
2.963905564e-01 1.0203945e+02
2.964498345e-01 5.8634119e+01
2.965091244e-01 1.2055443e+01
2.965684263e-01 1.7056840e+01
2.966277400e-01 1.8506214e+01
2.966870655e-01 -8.1560618e-02
2.967464029e-01 1.1877076e+01
2.968057522e-01 2.3008522e+01
2.968651133e-01 4.1766408e+01
2.969244864e-01 5.0368350e+01
2.969838713e-01 -6.1855786e-01
2.970432680e-01 7.4055183e-01
2.971026767e-01 -2.1066973e+00
2.971620972e-01 2.3466148e+01
2.972215296e-01 4.1504939e+01
2.972809740e-01 1.4546481e+01
2.973404301e-01 9.4835922e+00
2.973998982e-01 2.6379256e+01
2.974593782e-01 6.3311089e+01
2.975188701e-01 9.5130758e+01
2.975783739e-01 8.0181625e+01
2.976378895e-01 8.4737548e+01
2.976974171e-01 1.3175782e+02
2.977569566e-01 1.0493630e+02
2.978165080e-01 8.4040109e+01
2.978760713e-01 1.5790712e+02
2.979356465e-01 1.9683667e+02
2.979952336e-01 1.9464442e+02
2.980548327e-01 1.2331080e+02
2.981144436e-01 5.3442876e+01
2.981740665e-01 4.3203599e+01
2.982337014e-01 3.1765177e+01
2.982933481e-01 1.6213208e+01
2.983530068e-01 8.1626261e+00
2.984126774e-01 -1.4956689e-01
2.984723599e-01 3.9892344e+01
2.985320544e-01 5.5581327e+01
2.985917608e-01 6.5528656e+00
2.986514791e-01 6.1238967e+00
2.987112094e-01 2.8663589e+00
2.987709517e-01 9.6809254e+01
2.988307059e-01 1.4694031e+02
2.988904720e-01 5.7167078e+01
2.989502501e-01 9.8190811e+01
2.990100401e-01 1.4342596e+02
2.990698422e-01 9.9542943e+01
2.991296561e-01 6.7943989e+01
2.991894821e-01 7.1973590e+01
2.992493199e-01 6.2618294e+01
2.993091698e-01 5.4339644e+01
2.993690316e-01 2.8124501e+01
2.994289055e-01 1.1330004e+01
2.994887912e-01 1.0765067e+01
2.995486890e-01 4.4349440e+01
2.996085987e-01 8.0886181e+01
2.996685205e-01 7.4380000e+01
2.997284542e-01 7.7169476e+01
2.997883998e-01 1.3057241e+02
2.998483575e-01 1.0200395e+02
2.999083272e-01 7.2795852e+01
2.999683089e-01 5.2353313e+01
3.000283025e-01 3.2354854e+01
3.000883082e-01 1.4665562e+00
3.001483258e-01 1.3281717e+01
3.002083555e-01 2.5301001e+01
3.002683972e-01 3.3796958e+01
3.003284509e-01 4.4369034e+01
3.003885166e-01 6.8966880e+01
3.004485943e-01 6.3235828e+01
3.005086840e-01 5.4792079e+01
3.005687857e-01 9.8204585e+01
3.006288995e-01 1.0855521e+02
3.006890252e-01 7.3234917e+00
3.007491631e-01 3.7563802e+00
3.008093129e-01 -7.1802294e-01
3.008694747e-01 1.6010845e+01
3.009296486e-01 3.6803688e+01
3.009898346e-01 6.8370806e+01
3.010500325e-01 9.6288095e+01
3.011102425e-01 1.2675867e+02
3.011704646e-01 6.7385931e+01
3.012306987e-01 4.4603703e+01
3.012909448e-01 1.2154065e+02
3.013512030e-01 1.2742004e+02
3.014114733e-01 1.3382660e+02
3.014717556e-01 7.9511889e+01
3.015320499e-01 4.4983812e+01
3.015923563e-01 5.1531242e+01
3.016526748e-01 5.2638689e+01
3.017130053e-01 5.3546854e+01
3.017733479e-01 4.2679876e+01
3.018337026e-01 2.7989160e+01
3.018940693e-01 -1.2162603e+00
3.019544481e-01 3.2211249e+00
3.020148390e-01 7.2411072e+00
3.020752420e-01 2.7807713e+00
3.021356571e-01 5.1588555e+00
3.021960842e-01 1.8022068e+01
3.022565234e-01 3.1580156e+01
3.023169747e-01 4.3258090e+01
3.023774381e-01 3.3936932e+01
3.024379136e-01 3.2996488e+01
3.024984012e-01 4.9379301e+01
3.025589008e-01 3.2302238e+01
3.026194126e-01 2.1316001e+01
3.026799365e-01 5.3991392e+01
3.027404725e-01 9.9465073e+01
3.028010206e-01 1.8501892e+02
3.028615808e-01 1.0336899e+02
3.029221531e-01 3.7933036e+01
3.029827375e-01 3.8991668e+01
3.030433341e-01 8.3370943e+01
3.031039428e-01 1.3139205e+02
3.031645635e-01 1.4845559e+02
3.032251965e-01 1.5189058e+02
3.032858415e-01 1.0085322e+02
3.033464987e-01 6.7932024e+01
3.034071680e-01 2.4927985e+01
3.034678494e-01 1.1853292e+02
3.035285430e-01 1.6731338e+02
3.035892487e-01 8.2653338e+01
3.036499665e-01 4.8413025e+01
3.037106965e-01 1.3270977e+01
3.037714387e-01 2.0718753e+01
3.038321929e-01 4.4781283e+01
3.038929594e-01 1.2049045e+02
3.039537380e-01 1.1964631e+02
3.040145287e-01 1.2306363e+02
3.040753316e-01 1.9565075e+02
3.041361467e-01 2.0919058e+02
3.041969739e-01 1.3949870e+02
3.042578133e-01 6.6823626e+01
3.043186649e-01 9.6099642e+00
3.043795286e-01 5.9793981e+01
3.044404045e-01 7.7482487e+01
3.045012926e-01 5.2963768e+01
3.045621929e-01 8.2363916e+01
3.046231053e-01 9.6070734e+01
3.046840299e-01 2.4187267e+01
3.047449667e-01 2.4923688e+01
3.048059157e-01 2.1898156e+01
3.048668769e-01 6.7742978e+01
3.049278503e-01 9.9453751e+01
3.049888359e-01 1.0462468e+02
3.050498336e-01 7.0413476e+01
3.051108436e-01 3.5852091e+01
3.051718658e-01 1.3557348e+02
3.052329001e-01 1.9892659e+02
3.052939467e-01 2.2719802e+02
3.053550055e-01 1.1831945e+02
3.054160765e-01 2.4397481e+01
3.054771597e-01 9.5703339e+01
3.055382551e-01 1.3659020e+02
3.055993628e-01 1.4941988e+02
3.056604827e-01 1.0142672e+02
3.057216148e-01 6.0817916e+01
3.057827591e-01 6.7818780e+01
3.058439156e-01 3.5496983e+01
3.059050844e-01 -4.2317953e+00
3.059662654e-01 3.9972293e+01
3.060274587e-01 9.0552447e+01
3.060886642e-01 1.8050536e+02
3.061498819e-01 1.8797576e+02
3.062111119e-01 1.9570376e+02
3.062723541e-01 3.4334773e+02
3.063336086e-01 4.0705271e+02
3.063948753e-01 3.2669745e+02
3.064561543e-01 2.4878920e+02
3.065174455e-01 1.8739141e+02
3.065787490e-01 2.6663169e+02
3.066400648e-01 2.2198151e+02
3.067013928e-01 -4.9329351e+00
3.067627330e-01 9.8499165e+01
3.068240856e-01 2.4380449e+02
3.068854504e-01 7.4395852e+02
3.069468275e-01 5.6231180e+02
3.070082169e-01 3.6268679e+02
3.070696185e-01 5.7680353e+02
3.071310324e-01 6.3985425e+02
3.071924586e-01 3.2612056e+02
3.072538971e-01 2.9093167e+02
3.073153479e-01 2.7260097e+02
3.073768110e-01 4.7580894e+02
3.074382863e-01 5.2299987e+02
3.074997740e-01 3.6672483e+02
3.075612740e-01 2.6160173e+02
3.076227862e-01 1.9789802e+02
3.076843108e-01 3.6526189e+02
3.077458476e-01 3.4684206e+02
3.078073968e-01 3.3382969e+02
3.078689583e-01 2.2295193e+02
3.079305321e-01 1.4329060e+02
3.079921182e-01 1.3970425e+02
3.080537166e-01 9.8444952e+01
3.081153273e-01 5.7481645e+01
3.081769504e-01 2.0538416e+01
3.082385858e-01 1.4994326e+01
3.083002335e-01 4.7810684e+01
3.083618936e-01 8.3403728e+01
3.084235659e-01 1.2278762e+02
3.084852507e-01 1.8774138e+02
3.085469477e-01 2.1029597e+02
3.086086571e-01 2.3278094e+02
3.086703788e-01 2.5875160e+02
3.087321129e-01 2.6793181e+02
3.087938593e-01 2.4970689e+02
3.088556181e-01 2.1848104e+02
3.089173892e-01 1.8752884e+02
3.089791727e-01 1.7127723e+02
3.090409685e-01 1.1702278e+02
3.091027767e-01 5.8795899e+01
3.091645973e-01 3.8424914e+01
3.092264302e-01 2.1819500e+01
3.092882755e-01 2.8594547e+00
3.093501331e-01 3.3030278e+01
3.094120032e-01 6.3552248e+01
3.094738856e-01 1.0439643e+02
3.095357803e-01 1.4625862e+02
3.095976875e-01 2.2252061e+02
3.096596070e-01 9.9975960e+01
3.097215390e-01 2.9133305e+01
3.097834833e-01 3.1700448e+02
3.098454400e-01 1.6187524e+02
3.099074091e-01 -1.5523412e+00
3.099693905e-01 4.1029577e+01
3.100313844e-01 7.2000079e+01
3.100933907e-01 8.7138150e+01
3.101554094e-01 7.2774500e+01
3.102174404e-01 7.4914612e+01
3.102794839e-01 1.7838829e+02
3.103415398e-01 3.4195212e+02
3.104036081e-01 5.2986732e+02
3.104656889e-01 4.5730240e+02
3.105277820e-01 4.6341171e+02
3.105898876e-01 8.1674701e+02
3.106520055e-01 5.5234370e+02
3.107141359e-01 3.2166909e+02
3.107762788e-01 5.6473144e+02
3.108384340e-01 6.3154381e+02
3.109006017e-01 4.3151707e+02
3.109627818e-01 6.7113874e+02
3.110249744e-01 8.8617861e+02
3.110871794e-01 1.2547640e+03
3.111493968e-01 7.6190736e+02
3.112116267e-01 2.8723738e+02
3.112738690e-01 4.9383460e+02
3.113361238e-01 4.5359998e+02
3.113983910e-01 -1.7214811e+02
3.114606707e-01 7.5500118e+02
3.115229628e-01 1.5012702e+03
3.115852674e-01 1.8696926e+03
3.116475845e-01 1.1428975e+03
3.117099140e-01 4.1417447e+02
3.117722560e-01 9.7920853e+02
3.118346104e-01 1.1613640e+03
3.118969773e-01 5.9717081e+02
3.119593567e-01 9.5287262e+02
3.120217486e-01 1.1649725e+03
3.120841530e-01 4.2794058e+02
3.121465698e-01 1.0591227e+03
3.122089991e-01 1.6904536e+03
3.122714409e-01 7.3594829e+02
3.123338952e-01 4.5658008e+02
3.123963620e-01 1.3142624e+03
3.124588412e-01 1.4704731e+03
3.125213330e-01 1.5190289e+03
3.125838373e-01 8.5128329e+02
3.126463541e-01 1.1530599e+03
3.127088833e-01 1.4545158e+03
3.127714251e-01 1.9605977e+03
3.128339794e-01 1.9599190e+03
3.128965462e-01 9.5539497e+02
3.129591255e-01 1.4042451e+03
3.130217173e-01 1.6886928e+03
3.130843217e-01 1.3153501e+03
3.131469385e-01 9.8656393e+02
3.132095679e-01 6.6004841e+02
3.132722098e-01 5.8883834e+02
3.133348643e-01 4.0555967e+02
3.133975312e-01 -6.8363461e+01
3.134602107e-01 3.0579436e+02
3.135229028e-01 6.0716404e+02
3.135856074e-01 4.6092679e+02
3.136483245e-01 1.0211569e+03
3.137110542e-01 1.5828766e+03
3.137737964e-01 2.1854089e+03
3.138365511e-01 2.0069389e+03
3.138993184e-01 5.6723855e+02
3.139620983e-01 1.0950452e+03
3.140248907e-01 1.6109049e+03
3.140876957e-01 2.4747928e+03
3.141505132e-01 1.8244743e+03
3.142133433e-01 1.2207243e+03
3.142761860e-01 1.2458174e+03
3.143390412e-01 1.5898393e+03
3.144019091e-01 2.5260954e+03
3.144647894e-01 1.0573795e+03
3.145276824e-01 1.3451959e+02
3.145905879e-01 7.2375356e+02
3.146535060e-01 3.4306302e+02
3.147164367e-01 2.3133652e+02
3.147793800e-01 3.3997224e+03
3.148423359e-01 2.5925336e+03
3.149053044e-01 1.7373550e+03
3.149682854e-01 1.7449380e+03
3.150312791e-01 1.6241703e+03
3.150942853e-01 1.0231584e+03
3.151573042e-01 1.7195798e+03
3.152203357e-01 2.2374597e+03
3.152833797e-01 2.0824030e+03
3.153464364e-01 1.4358375e+03
3.154095057e-01 8.0102360e+02
3.154725876e-01 1.6362482e+03
3.155356821e-01 2.5331255e+03
3.155987893e-01 3.9743923e+03
3.156619090e-01 2.1102253e+03
3.157250414e-01 8.3697803e+02
3.157881864e-01 1.3799368e+03
3.158513440e-01 1.5989422e+03
3.159145143e-01 1.8519011e+03
3.159776972e-01 2.8942673e+03
3.160408927e-01 2.6243529e+03
3.161041009e-01 2.3685070e+03
3.161673217e-01 1.9162379e+03
3.162305552e-01 1.4833683e+03
3.162938013e-01 6.9250898e+02
3.163570601e-01 1.9436848e+03
3.164203315e-01 2.8106470e+03
3.164836156e-01 1.9516456e+03
3.165469123e-01 1.5874426e+03
3.166102217e-01 1.2276198e+03
3.166735437e-01 9.9019123e+02
3.167368784e-01 6.6892245e+02
3.168002258e-01 1.4417792e+02
3.168635858e-01 5.6559255e+02
3.169269586e-01 1.2716221e+03
3.169903440e-01 3.0342426e+03
3.170537420e-01 3.0079133e+03
3.171171528e-01 2.8226832e+03
3.171805762e-01 1.3426438e+03
3.172440123e-01 1.0307493e+03
3.173074611e-01 7.0123079e+02
3.173709226e-01 2.4573607e+03
3.174343968e-01 3.0857361e+03
3.174978837e-01 1.8155377e+03
3.175613832e-01 2.8288385e+03
3.176248955e-01 3.0794484e+03
3.176884205e-01 5.1749815e+02
3.177519582e-01 9.5764212e+02
3.178155086e-01 1.3991732e+03
3.178790717e-01 2.2762370e+03
3.179426475e-01 1.7919800e+03
3.180062360e-01 1.2869242e+03
3.180698373e-01 1.5488977e+03
3.181334512e-01 1.4210483e+03
3.181970779e-01 5.6279808e+02
3.182607173e-01 6.9879233e+02
3.183243695e-01 6.8142531e+02
3.183880344e-01 3.0202905e+01
3.184517120e-01 1.7782657e+02
3.185154023e-01 3.4177797e+02
3.185791054e-01 5.4768654e+02
3.186428212e-01 1.0165802e+03
3.187065498e-01 1.4903054e+03
3.187702911e-01 1.7511476e+03
3.188340451e-01 1.9922581e+03
3.188978120e-01 2.2067316e+03
3.189615915e-01 2.4069866e+03
3.190253838e-01 2.3631258e+03
3.190891889e-01 1.7153336e+03
3.191530068e-01 8.5649355e+02
3.192168374e-01 1.2213171e+02
3.192806807e-01 -6.9620385e+01
3.193445369e-01 5.1649338e+02
3.194084058e-01 1.1042967e+03
3.194722874e-01 1.9381826e+03
3.195361819e-01 2.3169256e+03
3.196000891e-01 2.2593294e+03
3.196640092e-01 9.2435110e+02
3.197279420e-01 1.0328271e+02
3.197918875e-01 4.2663000e+02
3.198558459e-01 6.9981095e+02
3.199198171e-01 8.4209036e+02
3.199838011e-01 4.2945200e+00
3.200477978e-01 6.7744828e+02
3.201118074e-01 1.3460357e+03
3.201758297e-01 2.6550787e+03
3.202398649e-01 1.8316088e+03
3.203039129e-01 9.4645907e+02
3.203679737e-01 1.3991606e+03
3.204320473e-01 1.8860307e+03
3.204961337e-01 2.5106625e+03
3.205602329e-01 2.5520578e+03
3.206243449e-01 2.1573921e+03
3.206884698e-01 -5.8719074e+02
3.207526075e-01 1.9046683e+03
3.208167580e-01 3.9423322e+03
3.208809214e-01 3.6935958e+03
3.209450976e-01 2.5856966e+03
3.210092866e-01 1.4860956e+03
3.210734884e-01 6.1696615e+02
3.211377031e-01 3.9707649e+02
3.212019307e-01 8.6614767e+02
3.212661711e-01 1.6081190e+03
3.213304243e-01 1.6076648e+03
3.213946904e-01 -2.1929475e+01
3.214589693e-01 4.2981114e+02
3.215232611e-01 9.2128934e+02
3.215875658e-01 1.9156635e+03
3.216518833e-01 1.2481268e+03
3.217162137e-01 1.0050211e+03
3.217805569e-01 4.7229084e+03
3.218449130e-01 3.5627157e+03
3.219092820e-01 2.4411663e+03
3.219736638e-01 2.3772995e+03
3.220380586e-01 1.9947465e+03
3.221024662e-01 1.2730054e+03
3.221668867e-01 5.0550576e+02
3.222313201e-01 4.3105968e+02
3.222957663e-01 1.7387696e+03
3.223602255e-01 1.4391893e+03
3.224246975e-01 1.0172724e+03
3.224891825e-01 -3.2983656e+01
3.225536803e-01 3.2574428e+02
3.226181910e-01 5.7919728e+02
3.226827147e-01 2.5506859e+02
3.227472512e-01 2.0741932e+02
3.228118007e-01 1.6172136e+02
3.228763630e-01 1.5181555e+02
3.229409383e-01 1.0650185e+02
3.230055265e-01 3.2034206e+01
3.230701276e-01 1.2644585e+03
3.231347416e-01 1.7346690e+03
3.231993686e-01 1.2051565e+03
3.232640084e-01 5.4484854e+02
3.233286612e-01 2.3827305e+02
3.233933270e-01 7.0657678e+02
3.234580056e-01 7.5963852e+02
3.235226972e-01 7.1124909e+02
3.235874018e-01 2.4736604e+02
3.236521193e-01 2.0819837e+02
3.237168497e-01 5.2793615e+02
3.237815931e-01 4.4384987e+03
3.238463494e-01 2.7050109e+03
3.239111186e-01 1.1263755e+03
3.239759009e-01 2.2719591e+03
3.240406960e-01 2.0651523e+03
3.241055042e-01 1.8554994e+03
3.241703253e-01 1.7701559e+03
3.242351594e-01 1.2321909e+03
3.243000064e-01 -6.4199036e+01
3.243648664e-01 6.3380332e+02
3.244297394e-01 1.4353473e+03
3.244946253e-01 2.8691852e+03
3.245595242e-01 1.2660663e+03
3.246244361e-01 1.9994540e+02
3.246893610e-01 5.5564897e+02
3.247542989e-01 5.8176633e+02
3.248192498e-01 7.0688856e+02
3.248842136e-01 1.2095163e+03
3.249491904e-01 1.7476806e+03
3.250141803e-01 2.2088401e+03
3.250791831e-01 1.8710390e+03
3.251441990e-01 2.4353049e+03
3.252092278e-01 2.9750408e+03
3.252742696e-01 3.0828205e+03
3.253393245e-01 3.0690419e+03
3.254043924e-01 3.0507982e+03
3.254694732e-01 3.2176590e+03
3.255345671e-01 2.7376420e+03
3.255996740e-01 1.1279013e+03
3.256647940e-01 2.9321337e+03
3.257299269e-01 4.4854606e+03
3.257950729e-01 6.1373651e+03
3.258602319e-01 4.0915806e+03
3.259254040e-01 2.5601320e+03
3.259905891e-01 1.9819821e+03
3.260557872e-01 2.7677302e+03
3.261209983e-01 3.6083885e+03
3.261862225e-01 5.5473350e+03
3.262514598e-01 3.5542589e+03
3.263167101e-01 2.1151165e+03
3.263819734e-01 4.9714537e+03
3.264472498e-01 2.3557235e+03
3.265125393e-01 1.4848239e+02
3.265778418e-01 1.4678495e+03
3.266431573e-01 3.2799385e+03
3.267084860e-01 5.0317368e+03
3.267738277e-01 6.4701320e+03
3.268391824e-01 4.2108897e+03
3.269045503e-01 1.8944201e+03
3.269699312e-01 2.1947735e+03
3.270353252e-01 1.7111368e+03
3.271007322e-01 6.1317321e+01
3.271661524e-01 1.1156951e+03
3.272315856e-01 1.8691893e+03
3.272970319e-01 2.3796521e+03
3.273624913e-01 1.0158616e+03
3.274279638e-01 7.5634598e+02
3.274934494e-01 2.7565201e+03
3.275589481e-01 4.3138038e+03
3.276244599e-01 4.9559612e+03
3.276899848e-01 2.7851247e+03
3.277555228e-01 3.0547838e+03
3.278210739e-01 3.1166654e+03
3.278866381e-01 1.7854532e+03
3.279522154e-01 3.8975219e+03
3.280178059e-01 5.6868898e+03
3.280834094e-01 7.1131153e+03
3.281490261e-01 4.6269320e+03
3.282146559e-01 2.4116228e+03
3.282802989e-01 6.7259452e+02
3.283459549e-01 2.9451346e+03
3.284116241e-01 4.9108047e+03
3.284773064e-01 4.7705919e+03
3.285430019e-01 2.4933901e+03
3.286087105e-01 3.6998177e+02
3.286744322e-01 -1.4558545e+02
3.287401671e-01 2.3935231e+03
3.288059152e-01 4.8868125e+03
3.288716763e-01 4.0980006e+03
3.289374507e-01 4.8114195e+03
3.290032382e-01 7.2293503e+03
3.290690388e-01 3.4639214e+03
3.291348526e-01 1.0400081e+03
3.292006796e-01 -5.6416669e+01
3.292665197e-01 3.5446984e+03
3.293323730e-01 5.6708825e+03
3.293982395e-01 5.6496357e+03
3.294641192e-01 6.4128909e+03
3.295300120e-01 5.9370101e+03
3.295959180e-01 3.1270785e+03
3.296618372e-01 2.8601322e+03
3.297277695e-01 2.2130092e+03
3.297937151e-01 9.1722446e+01
3.298596738e-01 3.1264895e+03
3.299256458e-01 5.0496598e+03
3.299916309e-01 4.7257690e+03
3.300576292e-01 3.2453276e+03
3.301236408e-01 1.8259095e+03
3.301896655e-01 3.0499753e+02
3.302557034e-01 1.4796778e+02
3.303217546e-01 3.5379186e+02
3.303878189e-01 1.9919769e+03
3.304538965e-01 1.8645727e+03
3.305199872e-01 1.6913451e+03
3.305860912e-01 5.8761170e+02
3.306522085e-01 2.9654646e+03
3.307183389e-01 4.6788313e+03
3.307844826e-01 3.3448404e+03
3.308506395e-01 3.7656909e+03
3.309168096e-01 4.0116357e+03
3.309829930e-01 3.0735142e+03
3.310491896e-01 3.6521453e+03
3.311153994e-01 4.4044934e+03
3.311816225e-01 6.9221362e+03
3.312478588e-01 6.2458302e+03
3.313141084e-01 5.5272136e+03
3.313803712e-01 4.7653449e+03
3.314466473e-01 3.1856083e+03
3.315129366e-01 1.7248391e+03
3.315792392e-01 7.6856641e+02
3.316455550e-01 1.1432483e+03
3.317118841e-01 1.5866251e+03
3.317782265e-01 2.5853312e+03
3.318445822e-01 3.7143924e+03
3.319109511e-01 4.5026172e+03
3.319773333e-01 -4.0436512e+01
3.320437287e-01 1.7673308e+03
3.321101375e-01 3.3474758e+03
3.321765595e-01 1.1470996e+03
3.322429948e-01 2.5772259e+03
3.323094434e-01 3.9050838e+03
3.323759053e-01 4.2957289e+03
3.324423805e-01 3.9724733e+03
3.325088690e-01 3.9219936e+03
3.325753707e-01 8.9364511e+03
3.326418858e-01 8.5966855e+03
3.327084142e-01 8.2503277e+03
3.327749559e-01 8.1551525e+03
3.328415109e-01 6.9306538e+03
3.329080792e-01 5.6840035e+03
3.329746608e-01 2.2128005e+03
3.330412557e-01 4.9168211e+03
3.331078640e-01 7.2693971e+03
3.331744855e-01 1.9287725e+03
3.332411204e-01 3.0275686e+03
3.333077687e-01 4.0242932e+03
3.333744302e-01 2.2833199e+03
3.334411051e-01 3.8974188e+03
3.335077933e-01 5.4570833e+03
3.335744949e-01 8.1703587e+03
3.336412098e-01 4.1613336e+03
3.337079380e-01 5.6485417e+02
3.337746796e-01 4.6252709e+03
3.338414345e-01 5.1944769e+03
3.339082028e-01 5.6503564e+03
3.339749845e-01 4.2755367e+03
3.340417795e-01 3.3684472e+03
3.341085878e-01 2.4273230e+03
3.341754095e-01 -2.5598250e+02
3.342422446e-01 1.3419220e+03
3.343090931e-01 2.7978590e+03
3.343759549e-01 2.2727973e+03
3.344428301e-01 2.6129848e+03
3.345097186e-01 3.0556681e+03
3.345766206e-01 4.9386173e+03
3.346435359e-01 5.6359954e+03
3.347104646e-01 6.0867641e+03
3.347774067e-01 3.7878107e+03
3.348443622e-01 3.0415450e+03
3.349113311e-01 2.2492761e+03
3.349783133e-01 7.2830550e+02
3.350453090e-01 4.8963145e+02
3.351123181e-01 3.7255882e+02
3.351793405e-01 1.0604091e+03
3.352463764e-01 1.9475819e+03
3.353134257e-01 2.6126117e+03
3.353804884e-01 1.7963101e+03
3.354475645e-01 1.4500834e+03
3.355146540e-01 1.3722322e+03
3.355817569e-01 3.6725296e+03
3.356488732e-01 2.1329022e+03
3.357160030e-01 9.2260853e+02
3.357831462e-01 1.0539438e+03
3.358503029e-01 1.3193267e+03
3.359174729e-01 1.3901535e+03
3.359846564e-01 6.5834757e+02
3.360518533e-01 3.6436704e+02
3.361190637e-01 1.6246594e+02
3.361862875e-01 -8.5421290e+01
3.362535248e-01 1.3714326e+03
3.363207755e-01 2.6680019e+03
3.363880396e-01 3.8605487e+03
3.364553172e-01 3.1691770e+03
3.365226083e-01 2.2218193e+03
3.365899128e-01 2.5380724e+02
3.366572308e-01 7.3182080e+02
3.367245623e-01 1.1092918e+03
