"WAVELENGTH (MICRONS)" "FLUX (ERG/CM2/S/A)"
3.464929298e-01 1.6095373e+03
3.465622284e-01 7.2570102e+02
3.466315409e-01 7.4522274e+02
3.467008672e-01 1.9126115e+03
3.467702073e-01 2.7352207e+03
3.468395614e-01 3.6643568e+03
3.469089293e-01 4.5281193e+03
3.469783111e-01 5.0687367e+03
3.470477067e-01 4.8595712e+03
3.471171163e-01 4.3108487e+03
3.471865397e-01 2.3491276e+03
3.472559770e-01 2.0693786e+03
3.473254282e-01 1.4390733e+03
3.473948933e-01 1.7897736e+01
3.474643723e-01 3.8646419e+02
3.475338651e-01 6.1466374e+02
3.476033719e-01 6.8409983e+02
3.476728926e-01 4.0662176e+01
3.477424272e-01 1.6515810e+03
3.478119757e-01 3.1880045e+03
3.478815381e-01 4.4436993e+03
3.479511144e-01 5.3242431e+03
3.480207046e-01 6.1648065e+03
3.480903087e-01 6.9939040e+03
3.481599268e-01 7.1422880e+03
3.482295588e-01 5.1491819e+03
3.482992047e-01 1.8451471e+02
3.483688645e-01 4.0877805e+02
3.484385383e-01 3.1316012e+03
3.485082260e-01 5.2650336e+03
3.485779276e-01 1.5963962e+03
3.486476432e-01 3.7235652e+03
3.487173728e-01 5.0914746e+03
3.487871162e-01 4.1773970e+03
3.488568737e-01 3.2138725e+03
3.489266450e-01 2.1331984e+03
3.489964304e-01 8.0603378e+02
3.490662297e-01 2.0578188e+02
3.491360429e-01 9.6450805e+02
3.492058701e-01 1.5629120e+03
3.492757113e-01 -6.0004588e+02
3.493455664e-01 1.1620461e+03
3.494154355e-01 2.8160552e+03
3.494853186e-01 4.5355600e+03
3.495552157e-01 3.6764971e+03
3.496251267e-01 2.8716492e+03
3.496950518e-01 2.1973954e+03
3.497649908e-01 1.0114676e+03
3.498349438e-01 1.3717668e+03
3.499049108e-01 3.2617978e+03
3.499748917e-01 6.5486253e+03
3.500448867e-01 3.5421590e+03
3.501148957e-01 1.6776266e+03
3.501849187e-01 4.6116969e+03
3.502549557e-01 4.3246223e+03
3.503250066e-01 5.4654922e+03
3.503950716e-01 9.4706431e+03
3.504651507e-01 9.9620310e+03
3.505352437e-01 7.6867481e+03
3.506053507e-01 5.6752934e+03
3.506754718e-01 7.7726881e+03
3.507456069e-01 6.3576214e+03
3.508157560e-01 5.3655904e+03
3.508859192e-01 6.5675169e+03
3.509560964e-01 3.3864693e+03
3.510262876e-01 1.8122763e+03
3.510964928e-01 2.8954909e+03
3.511667121e-01 6.0967756e+03
3.512369455e-01 4.5119709e+03
3.513071929e-01 2.9087131e+03
3.513774543e-01 7.6555449e+02
3.514477298e-01 3.3603982e+02
3.515180193e-01 4.6320082e+02
3.515883229e-01 2.0644141e+03
3.516586406e-01 3.8717468e+03
3.517289723e-01 5.3244906e+03
3.517993181e-01 6.2929233e+03
3.518696780e-01 6.6248766e+03
3.519400519e-01 4.2213182e+03
3.520104399e-01 2.2514958e+03
3.520808420e-01 2.4400628e+03
3.521512582e-01 3.0145742e+03
3.522216885e-01 3.1823149e+03
3.522921328e-01 2.5378160e+03
3.523625912e-01 1.3968291e+03
3.524330637e-01 7.5887678e+02
3.525035503e-01 6.3623771e+02
3.525740511e-01 -3.3167413e+02
3.526445659e-01 6.8258749e+02
3.527150948e-01 1.2319564e+03
3.527856378e-01 -5.4883686e+00
3.528561949e-01 9.8406084e+01
3.529267662e-01 1.2740995e+03
3.529973515e-01 4.0842822e+03
3.530679510e-01 1.1792873e+04
3.531385646e-01 6.0998646e+03
3.532091923e-01 1.2657436e+03
3.532798341e-01 -5.0788019e+02
3.533504901e-01 7.2749099e+03
3.534211602e-01 1.2567265e+04
3.534918444e-01 1.2286691e+04
3.535625428e-01 1.3287639e+04
3.536332553e-01 1.3250954e+04
3.537039820e-01 1.2083102e+04
3.537747228e-01 8.8610576e+03
3.538454777e-01 1.2315102e+04
3.539162468e-01 1.5061701e+04
3.539870300e-01 1.6858836e+04
3.540578274e-01 1.0026681e+04
3.541286390e-01 5.7933751e+03
3.541994647e-01 5.1914795e+03
3.542703046e-01 6.2746970e+03
3.543411587e-01 1.1749101e+04
3.544120269e-01 1.6109117e+04
3.544829093e-01 1.5645564e+04
3.545538059e-01 1.4482080e+04
3.546247167e-01 1.1610334e+04
3.546956416e-01 5.5860223e+03
3.547665807e-01 -9.2642417e+02
3.548375341e-01 4.6752834e+03
3.549085016e-01 9.5384493e+03
3.549794833e-01 9.1675086e+03
3.550504792e-01 1.0879958e+04
3.551214893e-01 1.1928341e+04
3.551925136e-01 1.1677686e+04
3.552635521e-01 1.0104958e+04
3.553346048e-01 7.6736552e+03
3.554056717e-01 5.2731796e+03
3.554767528e-01 6.1945241e+02
3.555478482e-01 6.6856237e+03
3.556189577e-01 9.9296549e+03
3.556900815e-01 6.0833224e+03
3.557612196e-01 5.5647547e+03
3.558323718e-01 5.1829656e+03
3.559035383e-01 5.1421003e+03
3.559747190e-01 8.9396949e+03
3.560459139e-01 6.5157633e+03
3.561171231e-01 4.2558210e+03
3.561883465e-01 1.7313205e+03
3.562595842e-01 5.1741444e+03
3.563308361e-01 6.5100444e+03
3.564021023e-01 5.2376095e+03
3.564733827e-01 8.0019213e+01
3.565446774e-01 9.7499840e+02
3.566159863e-01 1.8555312e+03
3.566873095e-01 2.6508676e+03
3.567586470e-01 3.7686757e+03
3.568299987e-01 3.8315084e+03
3.569013647e-01 2.5772561e+03
3.569727450e-01 -1.1864286e+02
3.570441395e-01 1.2221032e+03
3.571155484e-01 1.9599837e+03
3.571869715e-01 2.8811334e+02
3.572584089e-01 2.7911168e+03
3.573298605e-01 4.0417553e+03
3.574013265e-01 3.6292998e+03
3.574728068e-01 -3.5473195e+02
3.575443013e-01 1.0192155e+03
3.576158102e-01 1.9409284e+03
3.576873334e-01 1.5245578e+03
3.577588708e-01 9.0507843e+02
3.578304226e-01 4.6812625e+02
3.579019887e-01 2.8991607e+02
3.579735691e-01 1.0569872e+03
3.580451638e-01 6.6308673e+02
3.581167728e-01 5.0927374e+02
3.581883962e-01 9.8782511e+02
3.582600339e-01 1.8360582e+03
3.583316859e-01 2.5590687e+03
3.584033522e-01 3.0319935e+03
3.584750329e-01 1.8690102e+03
3.585467279e-01 1.8877082e+03
3.586184372e-01 1.5165194e+03
3.586901609e-01 5.7553754e+00
3.587618990e-01 1.3074362e+02
3.588336513e-01 7.8999540e+02
3.589054181e-01 1.9935686e+03
3.589771991e-01 3.7717290e+03
3.590489946e-01 3.1132778e+03
3.591208044e-01 2.3986740e+03
3.591926285e-01 1.5657571e+03
3.592644671e-01 4.9000905e+02
3.593363200e-01 4.8205349e+02
3.594081872e-01 5.7446561e+02
3.594800689e-01 1.1341379e+03
3.595519649e-01 2.0993490e+03
3.596238753e-01 2.8671797e+03
3.596958000e-01 3.3269360e+03
3.597677392e-01 1.3078669e+03
3.598396928e-01 3.0322048e+03
3.599116607e-01 4.5451814e+03
3.599836430e-01 5.3948860e+03
3.600556398e-01 5.1959014e+03
3.601276509e-01 4.4668896e+03
3.601996764e-01 3.0745972e+03
3.602717163e-01 3.3638987e+03
3.603437707e-01 2.3837002e+03
3.604158394e-01 1.4256493e+03
3.604879226e-01 3.8768727e+02
3.605600202e-01 6.2709740e+02
3.606321322e-01 1.2037480e+03
3.607042586e-01 2.0750288e+03
3.607763995e-01 2.9145380e+03
3.608485548e-01 1.4638049e+03
3.609207245e-01 9.5061051e+02
3.609929086e-01 2.4052850e+03
3.610651072e-01 2.3393138e+03
3.611373202e-01 4.0397283e+03
3.612095477e-01 4.9949082e+03
3.612817896e-01 9.8921675e+02
3.613540460e-01 5.1154305e+03
3.614263168e-01 7.3545492e+03
3.614986020e-01 6.8069429e+03
3.615709017e-01 4.7373122e+03
3.616432159e-01 4.9957703e+03
3.617155446e-01 4.4648082e+03
3.617878877e-01 1.3444567e+03
3.618602453e-01 8.9813998e+02
3.619326173e-01 1.2351836e+03
3.620050038e-01 2.4694525e+03
3.620774048e-01 5.4427457e+03
3.621498203e-01 3.5963030e+03
3.622222503e-01 4.0034466e+03
3.622946947e-01 8.7695239e+03
3.623671537e-01 1.0879337e+04
3.624396271e-01 5.8064797e+03
3.625121150e-01 3.0384355e+03
3.625846174e-01 1.0011355e+04
3.626571344e-01 1.0215418e+04
3.627296658e-01 9.6275786e+03
3.628022117e-01 8.1435219e+03
3.628747722e-01 8.0098894e+03
3.629473471e-01 6.0056739e+03
3.630199366e-01 3.9146670e+03
3.630925406e-01 1.4943711e+03
3.631651591e-01 1.1810333e+03
3.632377921e-01 1.9956604e+03
3.633104397e-01 3.2333575e+03
3.633831018e-01 7.5459194e+03
3.634557784e-01 2.7730074e+03
3.635284695e-01 1.5127074e+03
3.636011752e-01 4.4568499e+03
3.636738955e-01 6.6145376e+03
3.637466302e-01 3.8278936e+03
3.638193796e-01 4.3205475e+03
3.638921435e-01 1.2164128e+04
3.639649219e-01 1.1638194e+04
3.640377149e-01 1.0963403e+04
3.641105224e-01 9.7450924e+03
3.641833445e-01 6.1618143e+03
3.642561812e-01 3.8170053e+03
3.643290324e-01 4.2975184e+03
3.644018982e-01 7.8704600e+03
3.644747786e-01 8.3582550e+03
3.645476736e-01 6.6826916e+03
3.646205831e-01 4.8823239e+03
3.646935072e-01 2.8252558e+03
3.647664459e-01 -3.1427034e+02
3.648393992e-01 1.5169207e+03
3.649123671e-01 3.3418989e+03
3.649853496e-01 5.6860492e+03
3.650583466e-01 3.7771758e+03
3.651313583e-01 4.7801782e+03
3.652043846e-01 8.0864765e+03
3.652774254e-01 4.6162219e+03
3.653504809e-01 4.1912436e+03
3.654235510e-01 5.3171760e+03
3.654966357e-01 9.0012170e+03
3.655697351e-01 1.4353282e+04
3.656428490e-01 1.1179069e+04
3.657159776e-01 7.8963765e+03
3.657891208e-01 3.1669062e+03
3.658622786e-01 1.5833458e+04
3.659354511e-01 1.6105440e+04
3.660086381e-01 1.6210564e+04
3.660818399e-01 1.7540039e+04
3.661550562e-01 6.3790976e+03
3.662282872e-01 5.9281095e+03
3.663015329e-01 1.7354267e+04
3.663747932e-01 2.1930507e+03
3.664480682e-01 1.2254765e+04
3.665213578e-01 1.8717039e+04
3.665946621e-01 1.8459610e+04
3.666679810e-01 1.1606001e+04
3.667413146e-01 1.0867925e+04
3.668146628e-01 8.3420485e+03
3.668880258e-01 -4.5824415e+02
3.669614034e-01 9.3972853e+03
3.670347957e-01 1.0915992e+04
3.671082026e-01 1.1802529e+04
3.671816243e-01 8.7066221e+03
3.672550606e-01 1.2736301e+04
3.673285116e-01 1.1100747e+04
3.674019773e-01 4.1595758e+03
3.674754577e-01 1.2987957e+04
3.675489528e-01 1.2480032e+04
3.676224626e-01 1.1536672e+04
3.676959871e-01 9.8475467e+03
3.677695263e-01 6.8313537e+03
3.678430802e-01 4.5448644e+03
3.679166488e-01 2.2994009e+03
3.679902321e-01 -1.4148930e+02
3.680638302e-01 2.4068756e+03
3.681374429e-01 4.4533179e+03
3.682110704e-01 5.2281811e+03
3.682847126e-01 1.8808807e+02
3.683583696e-01 6.9645776e+03
3.684320413e-01 9.0808038e+03
3.685057277e-01 1.0100015e+04
3.685794288e-01 3.4415685e+03
3.686531447e-01 3.8688774e+03
3.687268753e-01 3.9743692e+03
3.688006207e-01 4.0198708e+03
3.688743808e-01 1.1586199e+04
3.689481557e-01 4.8557117e+03
3.690219453e-01 4.1619242e+03
3.690957497e-01 1.3858670e+04
3.691695689e-01 1.2429971e+04
3.692434028e-01 1.3145717e+04
3.693172515e-01 1.0632841e+04
3.693911149e-01 -3.7894678e+02
3.694649931e-01 1.4739896e+04
3.695388861e-01 9.3725603e+03
3.696127939e-01 6.8908786e+03
3.696867165e-01 1.4269619e+04
3.697606538e-01 1.4342562e+04
3.698346059e-01 1.3805004e+04
3.699085729e-01 1.3198769e+04
3.699825546e-01 1.2582293e+04
3.700565511e-01 9.9162880e+03
3.701305624e-01 8.6376254e+03
3.702045885e-01 8.6413296e+03
3.702786294e-01 7.3008797e+03
3.703526852e-01 5.2833055e+03
3.704267557e-01 3.2950543e+03
3.705008410e-01 1.4669820e+03
3.705749412e-01 4.7613181e+02
3.706490562e-01 2.1890463e+03
3.707231860e-01 2.5186781e+03
3.707973307e-01 6.8866364e+02
3.708714901e-01 2.4067105e+03
3.709456644e-01 1.6842079e+03
3.710198535e-01 2.5921521e+03
3.710940575e-01 6.5465103e+03
3.711682763e-01 6.9245732e+03
3.712425100e-01 6.5872703e+03
3.713167585e-01 5.8302676e+03
3.713910218e-01 4.0368683e+03
3.714653000e-01 5.2440273e+03
3.715395931e-01 3.7492658e+03
3.716139010e-01 2.6413957e+03
3.716882238e-01 2.6470024e+03
3.717625614e-01 1.8007646e+03
3.718369140e-01 1.2558789e+03
3.719112813e-01 6.9634804e+02
3.719856636e-01 -4.7853978e+01
3.720600607e-01 7.2451799e+02
3.721344727e-01 9.8077361e+02
3.722088996e-01 1.1497559e+03
3.722833414e-01 7.6303889e+02
3.723577981e-01 2.2601649e+03
3.724322696e-01 3.0464877e+03
3.725067561e-01 3.7976309e+03
3.725812575e-01 4.9016633e+03
3.726557737e-01 2.4190649e+03
3.727303049e-01 1.6167180e+03
3.728048509e-01 2.6964583e+03
3.728794119e-01 5.1578632e+03
3.729539878e-01 3.2021107e+03
3.730285786e-01 2.2023618e+03
3.731031843e-01 2.2129229e+03
3.731778049e-01 1.4260993e+03
3.732524405e-01 1.2595501e+03
3.733270910e-01 1.2395936e+03
3.734017564e-01 1.2934752e+03
3.734764367e-01 6.7033649e+00
3.735511320e-01 7.6106078e+02
3.736258423e-01 9.0395450e+02
3.737005674e-01 3.2611799e+02
3.737753075e-01 7.4242341e+02
3.738500626e-01 1.5228393e+03
3.739248326e-01 2.3038479e+03
3.739996176e-01 2.9576913e+03
3.740744175e-01 1.4219673e+03
3.741492324e-01 2.8461061e+03
3.742240622e-01 3.3974954e+03
3.742989070e-01 2.6653192e+03
3.743737668e-01 2.2590799e+03
3.744486416e-01 1.4374006e+03
3.745235313e-01 6.6574159e+02
3.745984360e-01 9.9467360e+01
3.746733557e-01 1.6781487e+03
3.747482904e-01 1.0903274e+03
3.748232400e-01 8.4752410e+02
3.748982047e-01 1.1099450e+03
3.749731843e-01 9.4607543e+02
3.750481790e-01 2.4944147e+03
3.751231886e-01 3.8157798e+03
3.751982132e-01 4.5381920e+03
3.752732529e-01 4.3670474e+01
3.753483075e-01 3.7669966e+03
3.754233772e-01 6.4285920e+03
3.754984619e-01 7.4290124e+03
3.755735616e-01 7.4930944e+03
3.756486763e-01 6.0209588e+03
3.757238060e-01 3.9749302e+03
3.757989508e-01 1.4368852e+03
3.758741105e-01 2.5161881e+03
3.759492854e-01 4.9147761e+03
3.760244752e-01 6.9235919e+03
3.760996801e-01 8.2528101e+03
3.761749001e-01 8.7269730e+03
3.762501350e-01 6.3164819e+03
3.763253851e-01 3.6529835e+03
3.764006501e-01 1.3620756e+03
3.764759303e-01 6.0400976e+03
3.765512255e-01 6.8469307e+03
3.766265357e-01 5.5314202e+03
3.767018610e-01 2.3390215e+03
3.767772014e-01 4.6240639e+03
3.768525568e-01 8.5398189e+03
3.769279273e-01 1.1271384e+04
3.770033129e-01 1.2648894e+04
3.770787136e-01 1.4929368e+04
3.771541293e-01 1.2246830e+04
3.772295602e-01 1.3029987e+04
3.773050061e-01 1.6922316e+04
3.773804671e-01 1.8597567e+04
3.774559432e-01 1.3289952e+04
3.775314343e-01 1.1452519e+04
3.776069406e-01 1.1156280e+04
3.776824620e-01 1.9146677e+04
3.777579985e-01 1.3287639e+04
3.778335501e-01 1.3060909e+04
3.779091168e-01 1.4340364e+04
3.779846986e-01 2.1969540e+04
3.780602956e-01 2.1896671e+04
3.781359076e-01 2.0815192e+04
3.782115348e-01 1.8609229e+04
3.782871771e-01 1.2714032e+04
3.783628346e-01 6.1087910e+03
3.784385071e-01 1.3039384e+04
3.785141948e-01 1.4746045e+04
3.785898977e-01 2.2709730e+03
3.786656157e-01 1.3817486e+04
3.787413488e-01 5.6291885e+03
3.788170971e-01 3.1596706e+03
3.788928605e-01 1.2114358e+04
3.789686390e-01 8.0222038e+03
3.790444328e-01 1.3994045e+04
3.791202417e-01 1.7594140e+04
3.791960657e-01 1.7176502e+04
3.792719049e-01 1.7436664e+04
3.793477593e-01 1.2696061e+04
3.794236289e-01 6.9174434e+03
3.794995136e-01 7.9790659e+02
3.795754135e-01 4.3897378e+03
3.796513286e-01 1.0214558e+04
3.797272588e-01 1.1217216e+04
3.798032043e-01 6.8370645e+03
3.798791649e-01 3.2617490e+03
3.799551408e-01 -4.3146766e+03
3.800311318e-01 5.5539263e+03
3.801071380e-01 1.3723046e+04
3.801831594e-01 1.4837847e+04
3.802591961e-01 2.5225593e+04
3.803352479e-01 1.1636681e+04
3.804113150e-01 4.6104793e+03
3.804873972e-01 1.7628979e+04
3.805634947e-01 2.1086225e+04
3.806396074e-01 1.1291875e+04
3.807157353e-01 6.5630671e+03
3.807918785e-01 1.3027691e+04
3.808680368e-01 1.5913253e+04
3.809442104e-01 1.7239588e+04
3.810203993e-01 1.7829454e+04
3.810966034e-01 1.6937830e+04
3.811728227e-01 1.3143181e+04
3.812490573e-01 5.0897999e+03
3.813253071e-01 3.3719207e+03
3.814015721e-01 8.9343774e+03
3.814778524e-01 9.1955962e+03
3.815541480e-01 -1.6683115e+03
3.816304588e-01 3.4835898e+03
3.817067849e-01 7.4143889e+03
3.817831263e-01 6.2117827e+03
3.818594829e-01 6.3052636e+03
3.819358548e-01 3.5417160e+03
3.820122420e-01 1.5660309e+03
3.820886444e-01 1.7004435e+03
3.821650622e-01 5.2442506e+03
3.822414952e-01 2.5358369e+03
3.823179435e-01 9.8737357e+02
3.823944071e-01 1.5408392e+03
3.824708859e-01 1.6939254e+03
3.825473801e-01 6.3617069e+02
3.826238896e-01 1.3620021e+03
3.827004144e-01 3.8321151e+03
3.827769545e-01 7.4202269e+02
3.828535098e-01 6.2222750e+03
3.829300806e-01 7.7090866e+03
3.830066666e-01 8.9048805e+03
3.830832679e-01 9.1968694e+03
3.831598846e-01 7.3159262e+03
3.832365165e-01 4.3099067e+03
3.833131638e-01 2.1628238e+03
3.833898265e-01 2.0984764e+03
3.834665044e-01 3.5207893e+03
3.835431977e-01 7.0745881e+03
3.836199064e-01 9.6381815e+03
3.836966304e-01 1.0228465e+04
3.837733697e-01 5.4946525e+03
3.838501244e-01 6.6254791e+03
3.839268944e-01 6.3954457e+03
3.840036798e-01 4.5914876e+03
3.840804805e-01 2.2735836e+03
3.841572966e-01 1.7097018e+03
3.842341280e-01 6.1272648e+03
3.843109749e-01 1.0380919e+04
3.843878371e-01 1.4386661e+04
3.844647146e-01 1.1630750e+04
3.845416076e-01 1.3513628e+04
3.846185159e-01 1.4332787e+04
3.846954396e-01 1.3342483e+04
3.847723787e-01 1.4808156e+04
3.848493332e-01 1.2120906e+04
3.849263030e-01 7.0449951e+03
3.850032883e-01 1.2032605e+03
3.850802890e-01 6.5105621e+03
3.851573050e-01 1.0677802e+04
3.852343365e-01 9.6606939e+03
3.853113833e-01 8.5256524e+03
3.853884456e-01 7.0793757e+03
3.854655233e-01 5.3191195e+03
3.855426164e-01 2.7712386e+03
3.856197249e-01 1.3266813e+03
3.856968489e-01 1.7586213e+03
3.857739882e-01 2.7091448e+03
3.858511430e-01 1.9464079e+03
3.859283133e-01 9.8533696e+02
3.860054989e-01 2.5667963e+02
3.860827000e-01 1.4381084e+03
3.861599166e-01 2.7902592e+03
3.862371486e-01 3.9533342e+03
3.863143960e-01 5.1748009e+03
3.863916589e-01 6.4068429e+03
3.864689372e-01 -2.8606765e+02
3.865462310e-01 3.7260024e+03
3.866235402e-01 7.5967026e+03
3.867008649e-01 1.0831139e+04
3.867782051e-01 1.1101073e+04
3.868555608e-01 1.3665097e+04
3.869329319e-01 1.3763281e+04
3.870103185e-01 1.3684551e+04
3.870877205e-01 1.3195314e+04
3.871651381e-01 9.2687648e+03
3.872425711e-01 7.0322744e+03
3.873200196e-01 4.9075050e+03
3.873974836e-01 3.5346473e+03
3.874749631e-01 9.4914597e+03
3.875524581e-01 -1.4665052e+03
3.876299686e-01 2.6177381e+03
3.877074946e-01 5.0673909e+03
3.877850361e-01 1.7157249e+03
3.878625931e-01 2.2880991e+02
3.879401656e-01 3.6255166e+03
3.880177536e-01 6.6922374e+03
3.880953572e-01 8.5656768e+03
3.881729763e-01 2.2618880e+02
3.882506109e-01 3.6718163e+03
3.883282610e-01 5.9932743e+03
3.884059266e-01 6.4505066e+03
3.884836078e-01 4.1670537e+03
3.885613045e-01 9.3250771e+02
3.886390168e-01 1.3089770e+03
3.887167446e-01 2.3538746e+03
3.887944880e-01 4.6426295e+03
3.888722469e-01 7.0054865e+03
3.889500213e-01 6.2766544e+03
3.890278113e-01 8.0116879e+03
3.891056169e-01 1.1605326e+04
3.891834380e-01 1.2946484e+04
3.892612747e-01 7.7426557e+02
3.893391269e-01 4.1839919e+03
3.894169948e-01 6.0124777e+03
3.894948782e-01 4.7674054e+03
3.895727771e-01 5.4380598e+02
3.896506917e-01 5.1552179e+03
3.897286218e-01 5.5294330e+03
3.898065676e-01 2.8020191e+03
3.898845289e-01 4.4713797e+03
3.899625058e-01 2.4693860e+02
3.900404983e-01 2.6238771e+03
3.901185064e-01 5.8491004e+03
3.901965301e-01 9.3147979e+03
3.902745694e-01 -1.2215974e+03
3.903526243e-01 1.5345195e+04
3.904306948e-01 1.1097393e+04
3.905087810e-01 7.8170199e+03
3.905868827e-01 7.4223531e+03
3.906650001e-01 3.8194716e+03
3.907431331e-01 8.7479840e+03
3.908212817e-01 1.2032358e+04
3.908994460e-01 1.1786951e+04
3.909776259e-01 6.7507545e+02
3.910558214e-01 2.5144985e+04
3.911340326e-01 1.3013534e+04
3.912122594e-01 6.3853786e+03
3.912905018e-01 1.2735087e+04
3.913687599e-01 1.8414330e+04
3.914470337e-01 1.8717406e+04
3.915253231e-01 1.3488307e+04
3.916036281e-01 5.5898272e+03
3.916819489e-01 1.4674362e+04
3.917602852e-01 1.5912696e+04
3.918386373e-01 1.1752358e+04
3.919170050e-01 7.3000961e+03
3.919953884e-01 2.8452976e+03
3.920737875e-01 4.4725443e+03
3.921522023e-01 6.9082258e+03
3.922306327e-01 2.9651997e+03
3.923090788e-01 1.1747489e+03
3.923875407e-01 5.6881951e+03
3.924660182e-01 8.5187487e+03
3.925445114e-01 8.2935046e+03
3.926230203e-01 7.3818566e+03
3.927015449e-01 5.1302020e+03
3.927800852e-01 -3.8020961e+02
3.928586412e-01 6.0080994e+03
3.929372129e-01 2.5361342e+03
3.930158004e-01 1.0327617e+03
3.930944035e-01 3.4104236e+03
3.931730224e-01 7.6438887e+03
3.932516570e-01 8.0551109e+03
3.933303073e-01 4.9730168e+03
3.934089734e-01 3.9565249e+03
3.934876552e-01 9.1013634e+03
3.935663527e-01 8.1634844e+03
3.936450660e-01 1.0838201e+04
3.937237950e-01 1.2109769e+04
3.938025398e-01 1.1589309e+04
3.938813003e-01 1.1052553e+04
3.939600765e-01 1.1637205e+04
3.940388686e-01 4.7803269e+03
3.941176763e-01 1.7302367e+03
3.941964999e-01 4.4444436e+03
3.942753392e-01 2.6517888e+03
3.943541942e-01 -1.0925628e+02
3.944330651e-01 1.0808913e+03
3.945119517e-01 2.4326578e+03
3.945908541e-01 4.1558837e+03
3.946697722e-01 6.2130449e+03
3.947487062e-01 8.3668276e+03
3.948276559e-01 5.2973327e+03
3.949066215e-01 4.2637985e+03
3.949856028e-01 9.9468300e+03
3.950645999e-01 1.2660355e+04
3.951436128e-01 1.1166695e+04
3.952226416e-01 9.1631829e+03
3.953016861e-01 7.5519976e+03
3.953807464e-01 1.1312617e+04
3.954598226e-01 1.1139189e+04
3.955389145e-01 8.8611187e+03
3.956180223e-01 7.1904550e+03
3.956971459e-01 6.4078776e+03
3.957762854e-01 4.6275148e+03
3.958554406e-01 4.6891722e+03
3.959346117e-01 3.4703808e+03
3.960137986e-01 2.2690280e+03
3.960930014e-01 1.1568182e+03
3.961722200e-01 8.0937139e+02
3.962514544e-01 -7.7415270e+02
3.963307047e-01 1.9073118e+03
3.964099709e-01 4.2392994e+03
3.964892529e-01 5.6559008e+03
3.965685507e-01 6.9153362e+03
3.966478644e-01 8.0537179e+03
3.967271940e-01 7.9715013e+03
3.968065394e-01 6.6619278e+03
3.968859007e-01 5.3060350e+03
3.969652779e-01 8.7982381e+03
3.970446710e-01 1.1733352e+04
3.971240799e-01 1.4228971e+04
3.972035047e-01 1.5945741e+04
3.972829454e-01 1.6828546e+04
3.973624020e-01 1.1881702e+04
3.974418745e-01 1.7164237e+04
3.975213629e-01 2.0813516e+04
3.976008671e-01 2.1753631e+04
3.976803873e-01 2.0342883e+04
3.977599234e-01 1.7089878e+04
3.978394754e-01 2.1793650e+04
3.979190433e-01 2.4231549e+04
3.979986271e-01 2.2718677e+04
3.980782268e-01 1.8456333e+04
3.981578424e-01 -1.6925058e+03
3.982374740e-01 1.1428213e+04
3.983171215e-01 1.5474128e+04
3.983967849e-01 8.1195735e+03
3.984764643e-01 2.8151661e+04
3.985561596e-01 3.0042636e+04
3.986358708e-01 2.9554564e+04
3.987155980e-01 2.7164457e+04
3.987953411e-01 2.1642345e+04
3.988751002e-01 1.9721969e+04
3.989548752e-01 -2.5959846e+03
3.990346662e-01 1.1387392e+04
3.991144731e-01 2.2834058e+04
3.991942960e-01 2.8377026e+04
3.992741349e-01 2.1552152e+04
3.993539897e-01 2.9875218e+04
3.994338605e-01 2.9657171e+04
3.995137473e-01 2.9493939e+04
3.995936500e-01 2.8978347e+04
3.996735687e-01 2.4910580e+04
3.997535035e-01 3.5771955e+03
3.998334542e-01 4.6733836e+03
3.999134208e-01 8.6556022e+03
3.999934035e-01 1.8427202e+04
4.000734022e-01 2.8815836e+04
4.001534169e-01 3.0401419e+04
4.002334476e-01 3.1089603e+04
4.003134943e-01 3.1266320e+04
4.003935570e-01 2.9470658e+04
4.004736357e-01 1.4261681e+04
4.005537304e-01 1.7373973e+04
4.006338411e-01 2.7019227e+04
4.007139679e-01 3.2007541e+04
4.007941107e-01 2.6317426e+04
4.008742695e-01 -7.7402217e+02
4.009544444e-01 1.8637839e+04
4.010346353e-01 2.9942830e+04
4.011148422e-01 3.6237623e+04
4.011950652e-01 3.3985292e+04
4.012753042e-01 4.0981824e+04
4.013555592e-01 3.2723589e+04
4.014358304e-01 3.7655527e+04
4.015161175e-01 4.1286711e+04
4.015964207e-01 4.2499043e+04
4.016767400e-01 4.2523915e+04
4.017570754e-01 3.5156393e+04
4.018374268e-01 3.7660464e+04
4.019177943e-01 3.7271408e+04
4.019981778e-01 2.9431903e+04
4.020785775e-01 2.0815022e+03
4.021589932e-01 -1.4241847e+03
4.022394250e-01 1.9876359e+04
4.023198729e-01 2.6196132e+04
4.024003368e-01 1.4602614e+04
4.024808169e-01 1.4813258e+04
4.025613131e-01 2.9217555e+04
4.026418253e-01 2.6910637e+04
4.027223537e-01 2.4076420e+04
4.028028982e-01 2.0379591e+04
4.028834588e-01 1.5944992e+04
4.029640354e-01 7.3402754e+03
4.030446283e-01 3.1882388e+03
4.031252372e-01 3.6049214e+03
4.032058622e-01 6.4375312e+03
4.032865034e-01 1.9638752e+03
4.033671607e-01 5.8077074e+03
4.034478341e-01 1.2577190e+03
4.035285237e-01 8.4193619e+03
4.036092294e-01 1.5556432e+04
4.036899512e-01 2.2438304e+04
4.037706892e-01 2.5415290e+04
4.038514434e-01 3.1931418e+04
4.039322137e-01 3.0195907e+04
4.040130001e-01 2.8897099e+04
4.040938027e-01 2.8696903e+04
4.041746215e-01 3.1160291e+04
4.042554564e-01 3.0934678e+04
4.043363075e-01 2.4865268e+04
4.044171747e-01 1.8608748e+04
