"WAVELENGTH (MICRONS)" "FLUX (ERG/CM2/S/A)"
2.055141004e-01 4.6529843e-09
2.055552033e-01 3.3002490e-09
2.055963143e-01 1.9472431e-09
2.056374336e-01 1.2189286e-08
2.056785611e-01 1.4972496e-07
2.057196968e-01 3.7865549e-07
2.057608407e-01 2.5342350e-07
2.058019929e-01 1.2816647e-07
2.058431533e-01 2.8573930e-08
2.058843219e-01 1.8810477e-08
2.059254988e-01 5.9453941e-09
2.059666839e-01 1.1194748e-08
2.060078772e-01 1.6445152e-08
2.060490788e-01 1.7146967e-08
2.060902886e-01 9.9654599e-09
2.061315067e-01 2.4008472e-09
2.061727330e-01 1.5272067e-09
2.062139675e-01 -1.0043471e-09
2.062552103e-01 1.5346063e-09
2.062964613e-01 4.0740675e-09
2.063377206e-01 6.2649954e-09
2.063789882e-01 4.9340717e-09
2.064202640e-01 1.3698948e-09
2.064615480e-01 6.7497519e-09
2.065028403e-01 1.2130685e-08
2.065441409e-01 3.3925801e-08
2.065854497e-01 1.0616742e-07
2.066267668e-01 1.9958041e-07
2.066680922e-01 1.5097497e-07
2.067094258e-01 1.0235982e-07
2.067507677e-01 7.0530154e-08
2.067921178e-01 6.3313601e-08
2.068334763e-01 5.6104339e-08
2.068748430e-01 4.8195027e-08
2.069162179e-01 1.8243996e-08
2.069576012e-01 6.1624312e-08
2.069989927e-01 1.0501330e-07
2.070403925e-01 1.3266541e-07
2.070818006e-01 7.4077998e-08
2.071232169e-01 1.9672172e-10
2.071646416e-01 2.9431569e-10
2.072060745e-01 3.9192919e-10
2.072475157e-01 8.4749282e-10
2.072889652e-01 2.0428343e-09
2.073304230e-01 1.5422835e-10
2.073718891e-01 3.7103300e-08
2.074133635e-01 1.1107071e-07
2.074548461e-01 7.3636733e-08
2.074963371e-01 3.6195266e-08
2.075378364e-01 2.5831678e-09
2.075793439e-01 6.6394699e-09
2.076208598e-01 1.3554983e-08
2.076623840e-01 8.5801064e-09
2.077039165e-01 3.6042347e-09
2.077454572e-01 9.4994342e-10
2.077870063e-01 4.3947771e-09
2.078285637e-01 8.3988863e-09
2.078701295e-01 7.5741394e-09
2.079117035e-01 6.7492276e-09
2.079532858e-01 5.3714983e-09
2.079948765e-01 3.3544388e-09
2.080364755e-01 1.4517976e-09
2.080780827e-01 1.3638523e-09
2.081196984e-01 -2.0518620e-08
2.081613223e-01 4.2824833e-08
2.082029546e-01 1.0618095e-07
2.082445952e-01 1.3950415e-07
2.082862441e-01 8.4778223e-08
2.083279013e-01 2.3311660e-08
2.083695669e-01 1.4540446e-08
2.084112408e-01 5.7674767e-09
2.084529231e-01 4.0131788e-09
2.084946137e-01 1.0703836e-08
2.085363126e-01 1.9924028e-08
2.085780198e-01 7.2213383e-08
2.086197354e-01 1.6268695e-07
2.086614594e-01 1.0333869e-07
2.087031917e-01 4.3978554e-08
2.087449323e-01 2.6055261e-10
2.087866813e-01 6.5710912e-10
2.088284386e-01 1.1411093e-09
2.088702043e-01 8.8172012e-10
2.089119784e-01 6.2227909e-10
2.089537608e-01 3.2088198e-09
2.089955515e-01 8.9681655e-09
2.090373506e-01 1.7955878e-08
2.090791581e-01 6.3985108e-08
2.091209739e-01 1.4053420e-07
2.091627981e-01 8.8618033e-08
2.092046307e-01 3.6691488e-08
2.092464716e-01 3.2902632e-09
2.092883209e-01 1.3540702e-08
2.093301786e-01 2.5627072e-08
2.093720446e-01 1.5790351e-08
2.094139190e-01 1.3414508e-09
2.094558018e-01 1.6202142e-09
2.094976930e-01 1.8990334e-09
2.095395925e-01 3.9259344e-09
2.095815004e-01 1.5316913e-08
2.096234167e-01 3.0190797e-08
2.096653414e-01 2.6359384e-08
2.097072745e-01 2.2527205e-08
2.097492159e-01 1.7000370e-08
2.097911658e-01 8.7846450e-09
2.098331240e-01 7.0719305e-10
2.098750906e-01 3.9842472e-08
2.099170656e-01 1.0411506e-07
2.099590491e-01 7.7055529e-08
2.100010409e-01 4.9990590e-08
2.100430411e-01 2.7274362e-08
2.100850497e-01 1.8414847e-08
2.101270667e-01 8.7948366e-09
2.101690921e-01 5.3057931e-09
2.102111259e-01 1.8160518e-09
2.102531681e-01 4.0353170e-09
2.102952188e-01 1.2448927e-08
2.103372778e-01 2.0735753e-08
2.103793453e-01 2.7889408e-08
2.104214211e-01 4.1295765e-08
2.104635054e-01 2.5731523e-08
2.105055981e-01 1.0164168e-08
2.105476993e-01 6.9877881e-11
2.105898088e-01 1.8412165e-10
2.106319268e-01 2.9591185e-10
2.106740531e-01 5.0740442e-10
2.107161880e-01 9.3627856e-10
2.107583312e-01 6.0304524e-10
2.108004829e-01 2.6974527e-10
2.108426430e-01 3.4349529e-10
2.108848115e-01 1.7903789e-09
2.109269884e-01 3.5557504e-09
2.109691738e-01 2.7702920e-09
2.110113677e-01 1.9846766e-09
2.110535699e-01 1.3053280e-09
2.110957807e-01 7.3778637e-10
2.111379998e-01 9.0770891e-10
2.111802274e-01 6.5693930e-09
2.112224635e-01 1.0312931e-08
2.112647080e-01 2.3671907e-08
2.113069609e-01 3.7033555e-08
2.113492223e-01 3.9100802e-08
2.113914921e-01 2.3031413e-08
2.114337704e-01 7.1987711e-09
2.114760572e-01 4.2936630e-09
2.115183524e-01 -8.1051417e-09
2.115606561e-01 1.6405613e-08
2.116029682e-01 4.0921270e-08
2.116452888e-01 5.1543460e-08
2.116876179e-01 2.8195645e-08
2.117299554e-01 3.2190511e-09
2.117723014e-01 2.4507339e-09
2.118146558e-01 -1.7456484e-09
2.118570188e-01 5.4019398e-09
2.118993902e-01 1.2550957e-08
2.119417700e-01 6.7933559e-08
2.119841584e-01 3.0820656e-07
2.120265552e-01 6.2273740e-07
2.120689605e-01 3.7482113e-07
2.121113743e-01 1.2685527e-07
2.121537966e-01 4.5183099e-10
2.121962274e-01 5.0854649e-10
2.122386666e-01 5.4325657e-10
2.122811143e-01 4.3507046e-10
2.123235706e-01 -1.2179495e-08
2.123660353e-01 4.4033667e-08
2.124085085e-01 1.0025807e-07
2.124509902e-01 1.0881440e-07
2.124934804e-01 5.2449711e-08
2.125359791e-01 2.7882806e-11
2.125784863e-01 6.0489396e-11
2.126210020e-01 1.0044199e-10
2.126635262e-01 1.0704855e-10
2.127060589e-01 1.1365643e-10
2.127486001e-01 2.5499302e-10
2.127911498e-01 6.2907654e-10
2.128337080e-01 1.0182464e-09
2.128762748e-01 2.2949549e-09
2.129188500e-01 4.0961522e-09
2.129614338e-01 3.7957109e-09
2.130040261e-01 3.4952096e-09
2.130466269e-01 1.0873685e-08
2.130892362e-01 3.4584287e-08
2.131318541e-01 4.5465871e-08
2.131744804e-01 5.4657837e-07
2.132171153e-01 1.4305990e-06
2.132597588e-01 9.0423869e-07
2.133024107e-01 3.7777306e-07
2.133450712e-01 2.9027724e-10
2.133877402e-01 6.0764467e-10
2.134304178e-01 9.5241027e-10
2.134731038e-01 8.1804473e-10
2.135157985e-01 -1.1939653e-07
2.135585016e-01 1.7857053e-07
2.136012133e-01 4.7659718e-07
2.136439336e-01 6.2286098e-07
2.136866624e-01 3.2767901e-07
2.137293997e-01 7.3374526e-09
2.137721456e-01 1.0051786e-08
2.138149000e-01 -2.8901532e-08
2.138576630e-01 7.8015968e-08
2.139004345e-01 1.8495485e-07
2.139432146e-01 2.3428527e-07
2.139860032e-01 1.2138354e-07
2.140288004e-01 1.6525145e-11
2.140716062e-01 2.1339509e-11
2.141144205e-01 3.1178542e-11
2.141572434e-01 2.3757293e-11
2.142000749e-01 1.6334560e-11
2.142429149e-01 6.5945041e-10
2.142857634e-01 3.2058552e-09
2.143286206e-01 5.8384497e-09
2.143714863e-01 7.2990650e-09
2.144143606e-01 1.7913499e-09
2.144572435e-01 2.0193883e-08
2.145001349e-01 3.8600096e-08
2.145430350e-01 4.6825980e-08
2.145859436e-01 2.5639847e-08
2.146288608e-01 2.9540072e-09
2.146717865e-01 2.2084037e-09
2.147147209e-01 1.3340488e-09
2.147576638e-01 9.0775633e-10
2.148006154e-01 4.8137861e-10
2.148435755e-01 1.5143614e-10
2.148865442e-01 8.3175956e-11
2.149295215e-01 1.0709348e-11
2.149725074e-01 1.5139819e-11
2.150155019e-01 1.9805008e-13
2.150585050e-01 5.5127372e-11
2.151015167e-01 1.1006768e-10
2.151445370e-01 6.9764460e-09
2.151875659e-01 3.0409212e-08
2.152306035e-01 5.5276744e-08
2.152736496e-01 3.4639220e-08
2.153167043e-01 7.6431674e-09
2.153597676e-01 4.8874999e-09
2.154028396e-01 2.1312812e-09
2.154459202e-01 1.7390220e-09
2.154890093e-01 6.3009269e-09
2.155321072e-01 1.0860208e-08
2.155752136e-01 1.4001157e-08
2.156183286e-01 1.2474080e-08
2.156614523e-01 3.0342629e-08
2.157045846e-01 4.8214753e-08
2.157477255e-01 5.0206139e-08
2.157908750e-01 2.4500066e-08
2.158340332e-01 2.7774076e-12
2.158772000e-01 5.9120193e-11
2.159203755e-01 -4.5187820e-09
2.159635595e-01 1.2753403e-08
2.160067522e-01 3.0029042e-08
2.160499536e-01 3.2941618e-08
2.160931636e-01 1.5647406e-08
2.161363822e-01 1.0047659e-10
2.161796095e-01 6.9094413e-11
2.162228454e-01 -2.6100784e-09
2.162660900e-01 9.8661701e-09
2.163093432e-01 2.2344914e-08
2.163526051e-01 2.6346026e-08
2.163958756e-01 2.1021545e-08
2.164391548e-01 1.5399316e-08
2.164824426e-01 8.2777116e-09
2.165257391e-01 -2.8633777e-09
2.165690442e-01 1.7804068e-08
2.166123580e-01 4.8251694e-08
2.166556805e-01 4.7365273e-08
2.166990116e-01 4.6478675e-08
2.167423515e-01 4.2379823e-08
2.167856999e-01 2.8041753e-08
2.168290571e-01 1.3020743e-08
2.168724229e-01 8.6981652e-09
2.169157974e-01 -3.2776129e-07
2.169591805e-01 5.5722059e-07
2.170025724e-01 1.4423795e-06
2.170459729e-01 1.7572598e-06
2.170893821e-01 8.7055137e-07
2.171327999e-01 1.2444984e-11
2.171762265e-01 3.7652088e-10
2.172196617e-01 8.8161558e-10
2.172631057e-01 7.4955559e-10
2.173065583e-01 6.1746918e-10
2.173500196e-01 3.1076143e-09
2.173934896e-01 9.3013370e-09
2.174369683e-01 5.0237759e-07
2.174804557e-01 4.7702224e-06
2.175239518e-01 1.0617276e-05
2.175674566e-01 6.3549865e-06
2.176109701e-01 3.8101338e-08
2.176544923e-01 2.4405065e-08
2.176980232e-01 1.0706053e-08
2.177415628e-01 5.7184974e-11
2.177851111e-01 2.5534504e-10
2.178286681e-01 4.1977725e-11
2.178722338e-01 5.6216129e-09
2.179158083e-01 1.5425121e-08
2.179593915e-01 9.6406094e-09
2.180029833e-01 3.8549407e-09
2.180465839e-01 2.3865337e-09
2.180901932e-01 9.5116221e-09
2.181338113e-01 1.6070587e-08
2.181774380e-01 9.5284789e-09
2.182210735e-01 1.4839778e-09
2.182647177e-01 9.3512202e-10
2.183083707e-01 3.8615648e-10
2.183520324e-01 1.9705733e-09
2.183957028e-01 6.0723854e-09
2.184393819e-01 8.7922923e-09
2.184830698e-01 4.7124537e-09
2.185267664e-01 1.0551099e-10
2.185704718e-01 4.1902960e-10
2.186141858e-01 1.5956104e-10
2.186579087e-01 1.8796918e-09
2.187016403e-01 3.6001666e-09
2.187453806e-01 1.0522379e-08
2.187891297e-01 2.9249972e-08
2.188328875e-01 5.3043938e-08
2.188766541e-01 3.2144011e-07
2.189204294e-01 7.3719324e-07
2.189642135e-01 4.4828893e-07
2.190080063e-01 1.5932684e-07
2.190518079e-01 8.1453097e-10
2.190956183e-01 3.8801772e-10
2.191394374e-01 2.3936582e-10
2.191832653e-01 1.2564659e-09
2.192271020e-01 -9.8456391e-08
2.192709474e-01 1.0355816e-06
2.193148016e-01 2.6657250e-06
2.193586645e-01 2.4574505e-06
2.194025363e-01 2.2491343e-06
2.194464168e-01 1.8072280e-06
2.194903061e-01 9.3395020e-07
2.195342041e-01 1.2041386e-07
2.195781110e-01 6.7832509e-08
2.196220266e-01 4.0106822e-09
2.196659510e-01 6.3783570e-09
2.197098842e-01 1.1782461e-08
2.197538262e-01 7.8332668e-09
2.197977769e-01 3.8832827e-09
2.198417365e-01 9.1822495e-10
2.198857048e-01 1.0033973e-09
2.199296820e-01 1.0893559e-09
2.199736679e-01 1.1488953e-09
2.200176626e-01 9.2187451e-10
2.200616662e-01 1.9269152e-09
2.201056785e-01 2.9321569e-09
2.201496996e-01 6.2042757e-09
2.201937296e-01 1.2547009e-08
2.202377683e-01 1.6916742e-08
2.202818159e-01 1.0413672e-08
2.203258722e-01 3.1088737e-09
2.203699374e-01 3.4816254e-09
2.204140114e-01 -7.4283900e-10
2.204580942e-01 1.1559322e-08
2.205021858e-01 2.3863944e-08
2.205462863e-01 2.8850142e-08
2.205903955e-01 2.0034907e-08
2.206345136e-01 1.1502495e-08
2.206786405e-01 6.2578354e-09
2.207227762e-01 3.3648295e-11
2.207669208e-01 3.9280876e-11
2.208110742e-01 -1.7341770e-08
2.208552364e-01 2.1198481e-08
2.208994074e-01 5.9746441e-08
2.209435873e-01 7.6593065e-08
2.209877760e-01 3.8945158e-08
2.210319736e-01 2.1326005e-09
2.210761800e-01 2.7415170e-09
2.211203952e-01 -1.3522499e-07
2.211646193e-01 4.4327168e-07
2.212088522e-01 1.0218840e-06
2.212530940e-01 1.0325008e-06
2.212973446e-01 4.7351097e-07
2.213416041e-01 1.5620786e-07
2.213858724e-01 6.0641942e-07
2.214301496e-01 1.0744302e-06
2.214744356e-01 6.0262322e-07
2.215187305e-01 -4.7784147e-11
2.215630342e-01 1.4995937e-10
2.216073468e-01 3.4774244e-10
2.216516683e-01 4.7375389e-10
2.216959986e-01 5.1759215e-10
2.217403378e-01 5.1714338e-10
2.217846859e-01 3.5062570e-10
2.218290428e-01 1.7891064e-10
2.218734087e-01 1.2938815e-10
2.219177833e-01 7.0351331e-11
2.219621669e-01 5.2726310e-11
2.220065593e-01 3.5097764e-11
2.220509606e-01 8.0163548e-09
2.220953708e-01 2.5795357e-08
2.221397899e-01 1.3969087e-07
2.221842179e-01 6.4327333e-07
2.222286547e-01 1.1992583e-06
2.222731004e-01 7.1187093e-07
2.223175551e-01 8.7104391e-08
2.223620186e-01 5.3523667e-08
2.224064910e-01 1.9936227e-08
2.224509723e-01 8.4841549e-08
2.224954625e-01 2.7065797e-07
2.225399616e-01 3.8168059e-07
2.225844695e-01 1.9591974e-07
2.226289864e-01 1.7503270e-09
2.226735122e-01 1.0317207e-09
2.227180469e-01 -1.8728360e-07
2.227625905e-01 4.5711369e-07
2.228071431e-01 1.1016399e-06
2.228517045e-01 1.3210491e-05
2.228962748e-01 3.8534125e-05
2.229408541e-01 5.5244164e-05
2.229854423e-01 4.1579896e-05
2.230300394e-01 2.7883788e-05
2.230746454e-01 1.5565601e-05
2.231192603e-01 2.6661742e-09
2.231638841e-01 3.8099862e-09
2.232085169e-01 4.9540269e-09
2.232531586e-01 5.0459525e-09
2.232978093e-01 4.0699299e-09
2.233424688e-01 6.9241618e-09
2.233871373e-01 2.0866503e-08
2.234318147e-01 3.3768902e-08
2.234765011e-01 2.2040452e-08
2.235211964e-01 -1.1353863e-06
2.235659006e-01 4.6706666e-06
2.236106138e-01 1.5514510e-05
2.236553359e-01 9.7038494e-06
2.237000670e-01 3.8920270e-06
2.237448070e-01 2.4905563e-09
2.237895560e-01 1.2821406e-09
2.238343139e-01 1.7120579e-09
2.238790808e-01 1.7507250e-08
2.239238566e-01 -1.9028349e-06
2.239686413e-01 1.2227176e-05
2.240134351e-01 3.6807497e-05
2.240582378e-01 2.2686144e-05
2.241030494e-01 8.5619675e-06
2.241478700e-01 5.5559786e-08
2.241926996e-01 2.5821743e-08
2.242375381e-01 1.4999115e-09
2.242823856e-01 4.0086722e-09
2.243272421e-01 -4.4248308e-07
2.243721076e-01 6.8644060e-06
2.244169820e-01 1.8413232e-05
2.244618654e-01 1.1102771e-05
2.245067578e-01 3.7908478e-06
2.245516591e-01 5.3917070e-09
2.245965694e-01 5.7332905e-09
2.246414888e-01 8.5563233e-09
2.246864171e-01 1.8601814e-08
2.247313543e-01 3.1229412e-07
2.247763006e-01 9.7356634e-06
2.248212559e-01 2.2826299e-05
2.248662201e-01 1.3405248e-05
2.249111934e-01 3.6021757e-08
2.249561756e-01 5.0048254e-08
2.250011668e-01 6.4077556e-08
2.250461671e-01 6.1530199e-08
2.250911763e-01 2.9407761e-08
2.251361945e-01 1.9695791e-08
2.251812218e-01 1.5050584e-07
2.252262580e-01 3.0280446e-07
2.252713033e-01 1.7530644e-07
2.253163575e-01 -1.4343316e-06
2.253614208e-01 3.3337822e-06
2.254064931e-01 8.1028497e-06
2.254515744e-01 8.3098262e-06
2.254966647e-01 3.5440698e-06
2.255417640e-01 1.8308721e-08
2.255868724e-01 8.9750318e-09
2.256319898e-01 5.0284841e-11
2.256771162e-01 2.9715633e-11
2.257222516e-01 -5.7149554e-10
2.257673960e-01 2.7908855e-09
2.258125495e-01 8.7533656e-09
2.258577120e-01 5.3896795e-09
2.259028836e-01 2.0253206e-09
2.259480641e-01 1.0933047e-11
2.259932538e-01 2.4026593e-11
2.260384524e-01 3.5102482e-11
2.260836601e-01 3.7395823e-11
2.261288768e-01 -2.3396433e-09
2.261741026e-01 9.3469015e-08
2.262193374e-01 2.3443357e-07
2.262645813e-01 1.3875458e-07
2.263098342e-01 -4.2092678e-07
2.263550962e-01 5.2476270e-07
2.264003672e-01 1.4706413e-06
2.264456473e-01 1.7628625e-06
2.264909364e-01 8.1663892e-07
2.265362346e-01 3.4347529e-08
2.265815418e-01 2.8042978e-07
2.266268581e-01 5.6068234e-07
2.266721835e-01 3.1462283e-07
2.267175179e-01 -7.1176454e-10
2.267628614e-01 4.6067945e-09
2.268082140e-01 -4.9751449e-07
2.268535757e-01 5.6437354e-07
2.268989464e-01 1.6264739e-06
2.269443262e-01 4.2127533e-06
2.269897150e-01 1.0103583e-05
2.270351130e-01 1.4549991e-05
2.270805200e-01 7.6051706e-06
2.271259361e-01 -5.9644294e-08
2.271713613e-01 1.0251478e-06
2.272167956e-01 2.7386905e-06
2.272622389e-01 1.6608041e-06
2.273076914e-01 -4.0642182e-07
2.273531529e-01 5.3094227e-07
2.273986235e-01 1.4684938e-06
2.274441033e-01 1.9725542e-06
2.274895921e-01 1.5116888e-06
2.275350900e-01 1.0481009e-06
2.275805970e-01 5.6353543e-07
2.276261131e-01 3.8940250e-08
2.276716384e-01 2.1897831e-08
2.277171727e-01 -1.8999614e-08
2.277627161e-01 4.8636447e-08
2.278082687e-01 1.7799689e-07
2.278538303e-01 1.1627775e-07
2.278994011e-01 5.4546273e-08
2.279449810e-01 1.7861621e-08
2.279905700e-01 3.2363709e-08
2.280361681e-01 4.4160256e-08
2.280817753e-01 3.8641735e-08
2.281273917e-01 3.3554191e-08
2.281730171e-01 2.0475437e-08
2.282186517e-01 4.6105233e-09
2.282642955e-01 2.7222174e-09
2.283099483e-01 -2.7355402e-07
2.283556103e-01 3.4939699e-07
2.284012815e-01 9.7247258e-07
2.284469617e-01 1.1546411e-06
2.284926511e-01 5.8996823e-07
2.285383496e-01 1.2768922e-07
2.285840573e-01 6.3917027e-08
2.286297741e-01 1.2094395e-09
2.286755001e-01 1.0505139e-09
2.287212352e-01 4.0093607e-10
2.287669794e-01 3.1322935e-09
2.288127328e-01 -5.3452438e-06
2.288584954e-01 9.7111212e-06
2.289042671e-01 2.4770497e-05
2.289500479e-01 2.5982524e-05
2.289958379e-01 1.0916273e-05
2.290416371e-01 2.7323675e-06
2.290874454e-01 1.2618914e-05
2.291332629e-01 2.0667735e-05
2.291790896e-01 1.0781233e-05
2.292249254e-01 1.4191348e-08
2.292707704e-01 8.7294090e-09
2.293166245e-01 -4.4284209e-08
2.293624878e-01 1.2647322e-07
2.294083603e-01 1.6687742e-07
2.294542420e-01 6.2755235e-07
2.295001329e-01 1.0883194e-06
2.295460329e-01 1.1689165e-06
2.295919421e-01 6.0493661e-07
2.296378605e-01 1.3658485e-07
2.296837880e-01 6.8644962e-08
2.297297248e-01 2.0744836e-09
2.297756707e-01 2.1776573e-08
2.298216259e-01 4.7933658e-08
2.298675902e-01 2.7432935e-08
2.299135637e-01 4.4651128e-11
2.299595464e-01 4.0689441e-11
2.300055383e-01 3.6726962e-11
2.300515395e-01 2.9784786e-11
2.300975498e-01 1.9739815e-11
2.301435693e-01 1.6236888e-11
2.301895980e-01 2.6862524e-11
2.302356359e-01 3.2853702e-10
2.302816830e-01 2.3587648e-09
2.303277394e-01 4.4717794e-09
2.303738049e-01 3.4924812e-09
2.304198797e-01 -3.3861745e-08
2.304659637e-01 1.4895611e-07
2.305120568e-01 1.7137937e-07
2.305581593e-01 7.9080445e-07
2.306042709e-01 1.4103534e-06
2.306503917e-01 1.4263871e-06
2.306965218e-01 7.4447065e-07
2.307426611e-01 2.2825038e-07
2.307888097e-01 1.0625867e-07
2.308349674e-01 8.6843258e-10
2.308811344e-01 7.4540660e-09
2.309273106e-01 1.4520119e-08
2.309734961e-01 8.0101510e-09
2.310196908e-01 -5.9906382e-10
2.310658947e-01 3.3010041e-09
2.311121079e-01 1.0077056e-08
2.311583303e-01 6.1111565e-09
2.312045620e-01 2.1444639e-09
2.312508029e-01 4.2643486e-07
2.312970531e-01 1.3309226e-06
2.313433125e-01 8.6776686e-06
2.313895812e-01 3.0408121e-05
2.314358591e-01 4.5759164e-05
2.314821462e-01 2.4418732e-05
2.315284427e-01 2.3159932e-06
2.315747484e-01 4.3948984e-05
2.316210633e-01 9.9540428e-05
2.316673875e-01 5.9767117e-05
2.317137210e-01 7.9150063e-06
2.317600637e-01 4.7378745e-06
2.318064158e-01 -1.7418699e-06
2.318527770e-01 1.8580775e-06
2.318991476e-01 5.4587449e-06
2.319455274e-01 6.5016682e-06
2.319919165e-01 2.9226901e-06
2.320383149e-01 5.6203303e-08
2.320847226e-01 2.9048485e-08
2.321311395e-01 1.2653030e-07
2.321775658e-01 2.8040144e-06
2.322240013e-01 6.0578505e-06
2.322704461e-01 3.3863154e-06
2.323169002e-01 -6.3369407e-06
2.323633635e-01 1.8066995e-05
2.324098362e-01 6.2601665e-05
2.324563182e-01 3.8199909e-05
2.325028094e-01 1.3793272e-05
2.325493100e-01 1.4145990e-06
2.325958199e-01 4.5533917e-06
2.326423390e-01 1.3763198e-05
2.326888675e-01 3.6600943e-05
2.327354053e-01 5.1675798e-05
2.327819523e-01 2.5698988e-05
2.328285087e-01 2.4977430e-07
2.328750744e-01 2.3029997e-05
2.329216495e-01 5.2027704e-05
2.329682338e-01 2.9242194e-05
2.330148274e-01 -2.3008579e-08
2.330614304e-01 9.0619274e-08
2.331080427e-01 2.8141927e-07
2.331546643e-01 2.1486646e-07
2.332012952e-01 1.4830033e-07
2.332479355e-01 3.6760032e-06
2.332945851e-01 1.2020131e-05
